C_max,model,seed,arm,mean_bi,peak_bi,weeks_bi_ge10_pct,weeks_bi_ge5_pct,total_cost,mean_weekly_cost,n_sr,n_sp,episode_return,n_infeasible_weeks,budget_utilisation,rep,eval_seed
4,ppo_c4_s7,7,ppo,2.142827901105832,7.981633168928078,0.0,5.2,53.0,1.06,53,0,-0.6405497909136019,0,0.265,3,10003
4,ppo_c4_s7,7,ppo,2.325761702678771,8.147874933486998,0.0,7.6,53.0,1.06,53,0,-0.6920656782075835,0,0.265,4,10004
4,ppo_c4_s7,7,ppo,2.2655490712234276,8.659326909104713,0.0,6.4,52.0,1.04,52,0,-0.7353008504030333,0,0.26,5,10005
4,ppo_c4_s7,7,ppo,2.286123649904348,7.529298282179566,0.0,8.0,48.0,0.96,48,0,-0.6694780977161194,0,0.24,6,10006
4,ppo_c4_s7,7,ppo,2.3475477195621344,7.373426760574417,0.0,10.2,48.0,0.96,48,0,-0.6653116780705335,0,0.24,7,10007
4,ppo_c4_s7,7,ppo,2.3941649919007624,8.261627920289122,0.0,8.0,46.0,0.92,46,0,-0.6553013439203677,0,0.23,8,10008
4,ppo_c4_s7,7,ppo,2.247260162430409,7.949488917098094,0.0,5.800000000000001,52.0,1.04,52,0,-0.6893390834022282,0,0.26,9,10009
4,ppo_c4_s8,8,ppo,2.1480389052052513,7.440760219272097,0.0,7.000000000000001,57.0,1.14,57,0,-0.6991464117540236,0,0.285,0,10000
4,ppo_c4_s8,8,ppo,2.1624922014351124,8.70508019085569,0.0,6.6000000000000005,58.0,1.16,58,0,-0.8097283403167422,0,0.29,1,10001
4,ppo_c4_s8,8,ppo,2.2415771381674374,7.363399260611964,0.0,8.799999999999999,53.0,1.06,53,0,-0.6998174192956732,0,0.265,2,10002
4,ppo_c4_s8,8,ppo,2.1513084660952555,7.765765658680019,0.0,5.800000000000001,56.0,1.12,56,0,-0.6950385523676901,0,0.28,3,10003
4,ppo_c4_s8,8,ppo,2.2129497079006515,7.523879085167238,0.0,5.6000000000000005,58.0,1.16,58,0,-0.6387080734636336,0,0.29,4,10004
4,ppo_c4_s8,8,ppo,2.2749681116492777,8.659326909104713,0.0,6.800000000000001,54.0,1.08,54,0,-0.7381207441496607,0,0.27,5,10005
4,ppo_c4_s8,8,ppo,2.1638859781405846,7.339233270975479,0.0,7.6,55.0,1.1,55,0,-0.708248432598371,0,0.275,6,10006
4,ppo_c4_s8,8,ppo,2.1382364735839396,7.111119192575464,0.0,6.4,59.0,1.18,59,0,-0.7144235713108078,0,0.295,7,10007
4,ppo_c4_s8,8,ppo,2.2400352938855623,7.363361478177297,0.0,6.4,54.0,1.08,54,0,-0.6923052885062322,0,0.27,8,10008
4,ppo_c4_s8,8,ppo,2.2098389426078975,7.491092874044066,0.0,6.0,55.0,1.1,55,0,-0.6900122812637989,0,0.275,9,10009
4,ppo_c4_s9,9,ppo,2.1003755576561587,7.429123676237677,0.0,5.4,57.0,1.14,57,0,-0.6562835410044522,0,0.285,0,10000
4,ppo_c4_s9,9,ppo,2.1013544344427144,8.70508019085569,0.0,5.800000000000001,59.0,1.18,59,0,-0.7294855478101971,0,0.295,1,10001
4,ppo_c4_s9,9,ppo,2.0448490378941484,7.258593402013061,0.0,4.2,63.0,1.26,63,0,-0.688119015784824,0,0.315,2,10002
4,ppo_c4_s9,9,ppo,1.9424876395899824,7.566834718149014,0.0,3.0,63.0,1.26,63,0,-0.6881063105655165,0,0.315,3,10003
4,ppo_c4_s9,9,ppo,2.17794421961337,7.5311242109641565,0.0,6.0,58.0,1.16,58,0,-0.7293219897264418,0,0.29,4,10004
4,ppo_c4_s9,9,ppo,2.158801976125756,8.659326909104713,0.0,5.2,58.0,1.16,58,0,-0.7048088205879993,0,0.29,5,10005
4,ppo_c4_s9,9,ppo,2.045879412030646,7.131904583827431,0.0,4.0,60.0,1.2,60,0,-0.6459899893473112,0,0.3,6,10006
4,ppo_c4_s9,9,ppo,2.0663516041511736,7.704103637026934,0.0,5.0,61.0,1.22,61,0,-0.720238893182066,0,0.305,7,10007
4,ppo_c4_s9,9,ppo,2.0907220010503433,9.119295703060107,0.0,3.5999999999999996,61.0,1.22,61,0,-0.7328952124844932,0,0.305,8,10008
4,ppo_c4_s9,9,ppo,2.1161605475626337,7.820530581617884,0.0,5.800000000000001,57.0,1.14,57,0,-0.7181917583595061,0,0.285,9,10009
6,ppo_c6_s0,0,ppo,2.216230947234381,7.52784740897907,0.0,7.6,56.0,1.12,56,0,-0.7528654089932435,0,0.18666666666666668,0,10000
6,ppo_c6_s0,0,ppo,2.220658262549734,8.381562193921008,0.0,7.8,55.0,1.1,55,0,-0.7976316864027276,0,0.18333333333333335,1,10001
6,ppo_c6_s0,0,ppo,2.123699319691187,7.0868822585143745,0.0,6.4,61.0,1.22,61,0,-0.7115473140224324,0,0.20333333333333334,2,10002
6,ppo_c6_s0,0,ppo,2.1624389376978566,8.233592922245412,0.0,7.6,55.0,1.1,55,0,-0.7322078622482802,0,0.18333333333333335,3,10003
6,ppo_c6_s0,0,ppo,2.2257872544182247,7.710475514166649,0.0,7.000000000000001,58.0,1.16,58,0,-0.7442299253652047,0,0.19333333333333333,4,10004
6,ppo_c6_s0,0,ppo,2.2520700386822567,8.659326909104713,0.0,7.3999999999999995,53.0,1.06,53,0,-0.7151568369897832,0,0.17666666666666667,5,10005
6,ppo_c6_s0,0,ppo,2.0774392048631034,6.959205248045812,0.0,4.8,60.0,1.2,60,0,-0.6996264935502965,0,0.19999999999999998,6,10006
6,ppo_c6_s0,0,ppo,2.1134479846257164,7.111119192575464,0.0,6.4,61.0,1.22,61,0,-0.694959833225182,0,0.20333333333333334,7,10007
6,ppo_c6_s0,0,ppo,2.2544961736201374,8.624965682183072,0.0,6.2,54.0,1.08,54,0,-0.704395762934283,0,0.18000000000000002,8,10008
6,ppo_c6_s0,0,ppo,2.1774434848699955,7.5077634635204165,0.0,5.6000000000000005,56.0,1.12,56,0,-0.7133613310397097,0,0.18666666666666668,9,10009
6,ppo_c6_s1,1,ppo,2.1444641541134093,7.775835168028487,0.0,7.000000000000001,58.0,1.16,58,0,-0.7481625925070539,0,0.19333333333333333,0,10000
6,ppo_c6_s1,1,ppo,2.0924353825232567,7.61403714493733,0.0,6.2,62.0,1.24,62,0,-0.7355530831795233,0,0.20666666666666667,1,10001
6,ppo_c6_s1,1,ppo,2.084827827628909,7.76532434800024,0.0,6.4,61.0,1.22,61,0,-0.7883703359140328,0,0.20333333333333334,2,10002
6,ppo_c6_s1,1,ppo,2.001174491287807,8.024240428636665,0.0,5.6000000000000005,63.0,1.26,63,0,-0.7652066824130368,0,0.21,3,10003
6,ppo_c6_s1,1,ppo,2.1463834107148076,8.336541443928581,0.0,6.4,62.0,1.24,62,0,-0.7364468219647006,0,0.20666666666666667,4,10004
6,ppo_c6_s1,1,ppo,2.118114722163967,8.659326909104713,0.0,5.6000000000000005,61.0,1.22,61,0,-0.7573782662875735,0,0.20333333333333334,5,10005
6,ppo_c6_s1,1,ppo,2.200434587578382,7.567108271401706,0.0,9.0,56.0,1.12,56,0,-0.688423815037474,0,0.18666666666666668,6,10006
6,ppo_c6_s1,1,ppo,2.123160961737667,7.704103637026934,0.0,7.199999999999999,59.0,1.18,59,0,-0.7686058153850448,0,0.19666666666666666,7,10007
6,ppo_c6_s1,1,ppo,2.009292660421182,7.851196157893021,0.0,4.3999999999999995,67.0,1.34,67,0,-0.7816424650085195,0,0.22333333333333336,8,10008
6,ppo_c6_s1,1,ppo,2.068732334490763,7.860899741060227,0.0,5.4,63.0,1.26,63,0,-0.7788507075372364,0,0.21,9,10009
6,ppo_c6_s2,2,ppo,2.0154221602777844,7.442860369008484,0.0,7.000000000000001,72.0,1.44,72,0,-0.8162787986297146,0,0.24,0,10000
6,ppo_c6_s2,2,ppo,2.130048025210356,8.70508019085569,0.0,7.199999999999999,68.0,1.36,68,0,-0.915340298133671,0,0.22666666666666668,1,10001
6,ppo_c6_s2,2,ppo,2.1378334556031113,7.411928240455142,0.0,8.0,65.0,1.3,65,0,-0.7896246155527078,0,0.21666666666666667,2,10002
6,ppo_c6_s2,2,ppo,2.0599132096127595,9.322694330981069,0.0,6.4,67.0,1.34,67,0,-0.8892953029485946,0,0.22333333333333336,3,10003
6,ppo_c6_s2,2,ppo,2.1507809635811745,7.5311242109641565,0.0,7.199999999999999,69.0,1.38,69,0,-0.8461159154550524,0,0.22999999999999998,4,10004
6,ppo_c6_s2,2,ppo,2.0873183277094456,7.7995053863309245,0.0,6.800000000000001,70.0,1.4,70,0,-0.8642381651340807,0,0.2333333333333333,5,10005
6,ppo_c6_s2,2,ppo,2.0172719024226193,7.327808286169148,0.0,6.4,73.0,1.46,73,0,-0.8405422177521047,0,0.24333333333333332,6,10006
6,ppo_c6_s2,2,ppo,2.0621369371930087,8.254541857142012,0.0,5.800000000000001,72.0,1.44,72,0,-0.9163715107612501,0,0.24,7,10007
6,ppo_c6_s2,2,ppo,2.0562324856959906,7.363361478177297,0.0,5.800000000000001,73.0,1.46,73,0,-0.8371627883751231,0,0.24333333333333332,8,10008
6,ppo_c6_s2,2,ppo,2.029364331778787,7.396758461323725,0.0,4.8,73.0,1.46,73,0,-0.8186298217334189,0,0.24333333333333332,9,10009
6,ppo_c6_s3,3,ppo,2.079387287889023,7.886855405878485,0.0,7.000000000000001,76.0,1.52,76,0,-0.998724955686604,0,0.25333333333333335,0,10000
6,ppo_c6_s3,3,ppo,1.9566307057841437,7.465004457365101,0.0,5.2,83.0,1.66,83,0,-0.9478145473134585,0,0.27666666666666667,1,10001
6,ppo_c6_s3,3,ppo,2.0126967890945258,7.374350785219326,0.0,5.800000000000001,79.0,1.58,79,0,-0.9228435622914304,0,0.26333333333333336,2,10002
6,ppo_c6_s3,3,ppo,2.0029253130416915,8.911500169681423,0.0,5.6000000000000005,77.0,1.54,77,0,-0.981882148843625,0,0.25666666666666665,3,10003
6,ppo_c6_s3,3,ppo,2.0794569207551037,7.707498301615994,0.0,5.6000000000000005,79.0,1.58,79,0,-0.912359676274788,0,0.26333333333333336,4,10004
6,ppo_c6_s3,3,ppo,2.0690507584683884,7.7995053863309245,0.0,6.2,79.0,1.58,79,0,-0.9293469218866147,0,0.26333333333333336,5,10005
6,ppo_c6_s3,3,ppo,1.988813928520684,7.132501032277096,0.0,6.800000000000001,79.0,1.58,79,0,-0.9041671558073321,0,0.26333333333333336,6,10006
6,ppo_c6_s3,3,ppo,2.0720698859965494,7.230817278405434,0.0,5.6000000000000005,77.0,1.54,77,0,-0.876422116582687,0,0.25666666666666665,7,10007
6,ppo_c6_s3,3,ppo,2.012755968274881,7.8736547723703465,0.0,6.2,78.0,1.56,78,0,-0.9237835582050538,0,0.26,8,10008
6,ppo_c6_s3,3,ppo,2.0062266508862954,7.782842788580875,0.0,4.8,79.0,1.58,79,0,-0.9337608199243255,0,0.26333333333333336,9,10009
6,ppo_c6_s4,4,ppo,2.1238160717411603,8.149538002142947,0.0,6.800000000000001,70.0,1.4,70,0,-0.9631013269763403,0,0.2333333333333333,0,10000
6,ppo_c6_s4,4,ppo,1.935519150201827,8.327359625787674,0.0,5.6000000000000005,78.0,1.56,78,0,-0.9168992690158126,0,0.26,1,10001
6,ppo_c6_s4,4,ppo,2.2100749246805216,8.33816987909888,0.0,9.4,67.0,1.34,67,0,-0.948650043189135,0,0.22333333333333336,2,10002
6,ppo_c6_s4,4,ppo,1.9740233877877404,7.645429891248545,0.0,3.5999999999999996,74.0,1.48,74,0,-0.824554426817773,0,0.24666666666666667,3,10003
6,ppo_c6_s4,4,ppo,2.1453420577422437,7.7926882732134874,0.0,7.000000000000001,72.0,1.44,72,0,-0.9212744244534006,0,0.24,4,10004
6,ppo_c6_s4,4,ppo,2.0873450575382866,8.659326909104713,0.0,5.0,73.0,1.46,73,0,-0.9232654397795527,0,0.24333333333333332,5,10005
6,ppo_c6_s4,4,ppo,2.0603885124399843,9.298241701200714,0.0,5.800000000000001,71.0,1.42,71,0,-0.9216667634477116,0,0.23666666666666666,6,10006
6,ppo_c6_s4,4,ppo,2.0215026506974065,6.9263162790344674,0.0,7.3999999999999995,77.0,1.54,77,0,-0.8526817911771372,0,0.25666666666666665,7,10007
6,ppo_c6_s4,4,ppo,2.011035238376675,6.883845871537347,0.0,5.2,74.0,1.48,74,0,-0.8210638412991538,0,0.24666666666666667,8,10008
6,ppo_c6_s4,4,ppo,2.047028217749158,7.700336720311246,0.0,5.2,72.0,1.44,72,0,-0.8522225152702984,0,0.24,9,10009
6,ppo_c6_s5,5,ppo,2.1665804933863533,7.579737187638145,0.0,6.4,55.0,1.1,55,0,-0.7107768911753266,0,0.18333333333333335,0,10000
6,ppo_c6_s5,5,ppo,1.9568545210670962,8.70508019085569,0.0,5.6000000000000005,68.0,1.36,68,0,-0.8381023121994371,0,0.22666666666666668,1,10001
6,ppo_c6_s5,5,ppo,2.0229157977111503,7.344289889276992,0.0,6.800000000000001,63.0,1.26,63,0,-0.7351732422014687,0,0.21,2,10002
6,ppo_c6_s5,5,ppo,1.8846833446597333,7.682897013431928,0.0,4.6,66.0,1.32,66,0,-0.782124593512493,0,0.22,3,10003
6,ppo_c6_s5,5,ppo,2.1446616688520033,8.150850117425488,0.0,5.6000000000000005,60.0,1.2,60,0,-0.7657452617289783,0,0.19999999999999998,4,10004
6,ppo_c6_s5,5,ppo,2.012601991830512,8.659326909104713,0.0,5.800000000000001,65.0,1.3,65,0,-0.8010876494469895,0,0.21666666666666667,5,10005
6,ppo_c6_s5,5,ppo,2.0707254881337613,7.756172809519826,0.0,5.6000000000000005,59.0,1.18,59,0,-0.8044268841296367,0,0.19666666666666666,6,10006
6,ppo_c6_s5,5,ppo,2.1433363098669385,7.704103637026934,0.0,6.800000000000001,58.0,1.16,58,0,-0.733318539105851,0,0.19333333333333333,7,10007
6,ppo_c6_s5,5,ppo,2.1930041894380805,9.120557668710736,0.0,6.6000000000000005,53.0,1.06,53,0,-0.7779317025182038,0,0.17666666666666667,8,10008
6,ppo_c6_s5,5,ppo,2.016951149038046,7.561900944469591,0.0,6.2,63.0,1.26,63,0,-0.7595240006383996,0,0.21,9,10009
6,ppo_c6_s6,6,ppo,2.1952452676162593,7.2081223414725,0.0,7.6,56.0,1.12,56,0,-0.7314350595351572,0,0.18666666666666668,0,10000
6,ppo_c6_s6,6,ppo,2.1346157853241072,7.358441819550535,0.0,9.0,67.0,1.34,67,0,-0.8288241390766984,0,0.22333333333333336,1,10001
6,ppo_c6_s6,6,ppo,2.0781173470273404,7.28850160398342,0.0,6.4,66.0,1.32,66,0,-0.7740977601824798,0,0.22,2,10002
6,ppo_c6_s6,6,ppo,2.045359788309573,7.323399653138507,0.0,6.6000000000000005,61.0,1.22,61,0,-0.7361227485295478,0,0.20333333333333334,3,10003
6,ppo_c6_s6,6,ppo,2.2688991008196235,8.760417177163067,0.0,7.199999999999999,60.0,1.2,60,0,-0.7873676686305269,0,0.19999999999999998,4,10004
6,ppo_c6_s6,6,ppo,2.1874718085964875,8.659326909104713,0.0,6.4,59.0,1.18,59,0,-0.8029482550870017,0,0.19666666666666666,5,10005
6,ppo_c6_s6,6,ppo,2.1236335104526356,7.611784278772909,0.0,7.000000000000001,61.0,1.22,61,0,-0.7732481907316022,0,0.20333333333333334,6,10006
6,ppo_c6_s6,6,ppo,2.171303128618896,7.174125061871689,0.0,6.4,63.0,1.26,63,0,-0.7697125582099597,0,0.21,7,10007
6,ppo_c6_s6,6,ppo,2.213985886254406,8.022918395969848,0.0,6.800000000000001,58.0,1.16,58,0,-0.7500603128776613,0,0.19333333333333333,8,10008
6,ppo_c6_s6,6,ppo,2.069222226654919,7.487075984725106,0.0,6.2,66.0,1.32,66,0,-0.7817211637790316,0,0.22,9,10009
6,ppo_c6_s7,7,ppo,1.9759284071938354,7.297932083972733,0.0,5.2,77.0,1.54,77,0,-0.8615799402760118,0,0.25666666666666665,0,10000
6,ppo_c6_s7,7,ppo,2.0154715912512513,7.557825231790774,0.0,6.6000000000000005,78.0,1.56,78,0,-0.91243875844595,0,0.26,1,10001
6,ppo_c6_s7,7,ppo,1.9550121648889178,6.803256309826696,0.0,4.8,80.0,1.6,80,0,-0.8712897271750011,0,0.26666666666666666,2,10002
6,ppo_c6_s7,7,ppo,2.04940325743609,7.963638918284027,0.0,6.800000000000001,73.0,1.46,73,0,-0.920897130211322,0,0.24333333333333332,3,10003
6,ppo_c6_s7,7,ppo,2.067612558913252,7.566573193888469,0.0,5.6000000000000005,77.0,1.54,77,0,-0.9248400589551202,0,0.25666666666666665,4,10004
6,ppo_c6_s7,7,ppo,2.038161729833423,8.659326909104713,0.0,5.800000000000001,77.0,1.54,77,0,-0.9355347205109465,0,0.25666666666666665,5,10005
6,ppo_c6_s7,7,ppo,2.00158363812738,7.428944732054503,0.0,5.800000000000001,76.0,1.52,76,0,-0.8810275134301823,0,0.25333333333333335,6,10006
6,ppo_c6_s7,7,ppo,1.9339664233143181,7.704103637026934,0.0,3.8,81.0,1.62,81,0,-0.8863878170485422,0,0.27,7,10007
6,ppo_c6_s7,7,ppo,1.961224166330224,7.363361478177297,0.0,5.800000000000001,81.0,1.62,81,0,-0.9070705264147787,0,0.27,8,10008
6,ppo_c6_s7,7,ppo,1.8346178428868833,7.31538334668866,0.0,4.6,85.0,1.7,85,0,-0.9319855935919215,0,0.2833333333333333,9,10009
6,ppo_c6_s8,8,ppo,1.8527136840497016,7.399628300879124,0.0,4.6,87.0,1.74,87,0,-0.9215392587607555,0,0.29,0,10000
6,ppo_c6_s8,8,ppo,2.043006948995719,7.3650881881218,0.0,6.4,79.0,1.58,79,0,-0.878430977748812,0,0.26333333333333336,1,10001
6,ppo_c6_s8,8,ppo,2.0576727574798683,7.651948876049175,0.0,6.6000000000000005,79.0,1.58,79,0,-0.8931640224161684,0,0.26333333333333336,2,10002
6,ppo_c6_s8,8,ppo,1.8276411304983713,7.471062333986075,0.0,3.8,85.0,1.7,85,0,-0.9247147447363704,0,0.2833333333333333,3,10003
6,ppo_c6_s8,8,ppo,2.0238931824531217,7.43920136209456,0.0,5.4,81.0,1.62,81,0,-0.8678999070564726,0,0.27,4,10004
6,ppo_c6_s8,8,ppo,1.935315493910468,8.659326909104713,0.0,3.5999999999999996,85.0,1.7,85,0,-1.0069023845680714,0,0.2833333333333333,5,10005
6,ppo_c6_s8,8,ppo,1.951280684682246,7.817822196612996,0.0,4.8,82.0,1.64,82,0,-0.9626607693088368,0,0.2733333333333333,6,10006
6,ppo_c6_s8,8,ppo,2.0077892197775324,7.964062503390749,0.0,4.8,81.0,1.62,81,0,-0.8969777482732662,0,0.27,7,10007
6,ppo_c6_s8,8,ppo,1.9743169288601439,6.892137868523276,0.0,4.6,82.0,1.64,82,0,-0.9147390255927483,0,0.2733333333333333,8,10008
6,ppo_c6_s8,8,ppo,1.9779247024544806,6.952771202285017,0.0,5.2,81.0,1.62,81,0,-0.8901367532837361,0,0.27,9,10009
6,ppo_c6_s9,9,ppo,2.0812404603331194,7.368544184138989,0.0,6.6000000000000005,60.0,1.2,60,0,-0.7210050474042535,0,0.19999999999999998,0,10000
6,ppo_c6_s9,9,ppo,2.116772041296117,7.9832629640953465,0.0,7.3999999999999995,62.0,1.24,62,0,-0.8226543861857665,0,0.20666666666666667,1,10001
6,ppo_c6_s9,9,ppo,2.069616496281699,7.1879146902132645,0.0,6.2,66.0,1.32,66,0,-0.739885339754253,0,0.22,2,10002
6,ppo_c6_s9,9,ppo,2.0842879003130474,8.222444008553557,0.0,7.000000000000001,60.0,1.2,60,0,-0.7870017234089236,0,0.19999999999999998,3,10003
6,ppo_c6_s9,9,ppo,2.208861798387464,8.792608391901181,0.0,7.3999999999999995,59.0,1.18,59,0,-0.7939163836821362,0,0.19666666666666666,4,10004
6,ppo_c6_s9,9,ppo,2.1216732346209337,8.659326909104713,0.0,6.0,63.0,1.26,63,0,-0.8631993147729439,0,0.21,5,10005
6,ppo_c6_s9,9,ppo,2.146226172261816,7.115523868235003,0.0,6.800000000000001,58.0,1.16,58,0,-0.7159961181595318,0,0.19333333333333333,6,10006
6,ppo_c6_s9,9,ppo,2.1428372706532848,7.709128634136417,0.0,6.0,61.0,1.22,61,0,-0.7277232251750549,0,0.20333333333333334,7,10007
6,ppo_c6_s9,9,ppo,2.0776935424130563,8.030653438784434,0.0,5.4,65.0,1.3,65,0,-0.8209521583081947,0,0.21666666666666667,8,10008
6,ppo_c6_s9,9,ppo,2.1270810947532883,7.770591979952302,0.0,6.800000000000001,59.0,1.18,59,0,-0.7386821696315795,0,0.19666666666666666,9,10009
8,ppo_c8_s0,0,ppo,1.9854669621482812,7.886855405878485,0.0,6.6000000000000005,83.0,1.66,83,0,-0.9930044904395068,0,0.2075,0,10000
8,ppo_c8_s0,0,ppo,2.001756581294256,8.570890579749163,0.0,8.4,87.0,1.74,87,0,-1.1267289491407335,0,0.2175,1,10001
8,ppo_c8_s0,0,ppo,1.8987341518254275,9.021674239819625,0.0,6.2,93.0,1.86,93,0,-1.1033297612941828,0,0.2325,2,10002
8,ppo_c8_s0,0,ppo,1.9775237387182283,8.559950605623897,0.0,8.0,87.0,1.74,87,0,-1.1296997580093353,0,0.2175,3,10003
8,ppo_c8_s0,0,ppo,2.0727489530853345,9.09560629683956,0.0,7.3999999999999995,87.0,1.74,87,0,-1.1626781829695099,0,0.2175,4,10004
8,ppo_c8_s0,0,ppo,1.9770825305990443,7.7995053863309245,0.0,6.2,89.0,1.78,89,0,-1.0940742325456478,0,0.2225,5,10005
8,ppo_c8_s0,0,ppo,1.8829668625284335,8.317941988669933,0.0,6.4,89.0,1.78,89,0,-1.0920294504515384,0,0.2225,6,10006
8,ppo_c8_s0,0,ppo,1.884967610323295,7.280271777120183,0.0,7.000000000000001,90.0,1.8,90,0,-1.0147435918545429,0,0.225,7,10007
8,ppo_c8_s0,0,ppo,1.89742239028921,7.223478549180641,0.0,4.8,91.0,1.82,91,0,-1.015718650287546,0,0.2275,8,10008
8,ppo_c8_s0,0,ppo,1.8788818156686993,7.594113369667905,0.0,5.4,92.0,1.84,92,0,-1.0524737054637172,0,0.23,9,10009
8,ppo_c8_s1,1,ppo,1.7689676952291085,7.390603685043565,0.0,3.5999999999999996,81.0,1.62,81,0,-0.8565482019420052,0,0.2025,0,10000
8,ppo_c8_s1,1,ppo,1.9259603900895905,7.772459551924185,0.0,6.0,73.0,1.46,73,0,-0.8598371812195198,0,0.1825,1,10001
8,ppo_c8_s1,1,ppo,1.9015380977575507,7.539803401240405,0.0,4.6,77.0,1.54,77,0,-0.8443451724540113,0,0.1925,2,10002
8,ppo_c8_s1,1,ppo,1.827048471847726,7.8629564909609035,0.0,3.4000000000000004,77.0,1.54,77,0,-0.8413909132247586,0,0.1925,3,10003
8,ppo_c8_s1,1,ppo,1.9208475831809888,7.743236600868255,0.0,5.0,79.0,1.58,79,0,-0.8920897787141855,0,0.1975,4,10004
8,ppo_c8_s1,1,ppo,1.9100485823241413,7.5271242514170424,0.0,4.6,78.0,1.56,78,0,-0.8586026065403654,0,0.195,5,10005
8,ppo_c8_s1,1,ppo,1.7561755764554319,7.4982139504396645,0.0,3.8,82.0,1.64,82,0,-0.9288021066917909,0,0.205,6,10006
8,ppo_c8_s1,1,ppo,1.8297852959851453,6.95390376156268,0.0,3.8,82.0,1.64,82,0,-0.8999927624487302,0,0.205,7,10007
8,ppo_c8_s1,1,ppo,1.9558539692732804,7.248396293255881,0.0,4.8,74.0,1.48,74,0,-0.8211809953975536,0,0.185,8,10008
8,ppo_c8_s1,1,ppo,1.8286016472123783,7.464258828876585,0.0,3.2,78.0,1.56,78,0,-0.8656539994288087,0,0.195,9,10009
8,ppo_c8_s2,2,ppo,1.641457793636176,6.846425821445018,0.0,2.6,117.0,2.34,117,0,-1.2013246798694657,0,0.2925,0,10000
8,ppo_c8_s2,2,ppo,1.674502112723663,7.153926604928317,0.0,3.4000000000000004,114.0,2.28,114,0,-1.1785157246850988,0,0.285,1,10001
8,ppo_c8_s2,2,ppo,1.6557136378356099,6.460284424993152,0.0,3.0,113.0,2.26,113,0,-1.171777446341122,0,0.2825,2,10002
8,ppo_c8_s2,2,ppo,1.540077139930609,7.577676184660755,0.0,2.0,116.0,2.32,116,0,-1.211056712530632,0,0.29,3,10003
8,ppo_c8_s2,2,ppo,1.6593129854376676,7.3245670702192305,0.0,2.6,118.0,2.36,118,0,-1.2285440339501448,0,0.295,4,10004
8,ppo_c8_s2,2,ppo,1.6430122718700608,6.96571763660178,0.0,2.6,116.0,2.32,116,0,-1.226771782964811,0,0.29,5,10005
8,ppo_c8_s2,2,ppo,1.6735798091129397,7.830760828203154,0.0,4.3999999999999995,112.0,2.24,112,0,-1.1974992269895943,0,0.28,6,10006
8,ppo_c8_s2,2,ppo,1.7304045327196071,6.9369270189913745,0.0,4.0,114.0,2.28,114,0,-1.1857427176492656,0,0.285,7,10007
8,ppo_c8_s2,2,ppo,1.5979922085352014,7.121468105444726,0.0,3.2,119.0,2.38,119,0,-1.2414731073893255,0,0.2975,8,10008
8,ppo_c8_s2,2,ppo,1.6472230239460082,6.813855630454756,0.0,3.2,116.0,2.32,116,0,-1.2130933207335515,0,0.29,9,10009
8,ppo_c8_s3,3,ppo,1.8315158833051588,7.795912387742678,0.0,3.5999999999999996,92.0,1.84,92,0,-1.028492805629989,0,0.23,0,10000
8,ppo_c8_s3,3,ppo,1.9794587210998007,8.409961451795231,0.0,7.8,87.0,1.74,87,0,-1.142457485898039,0,0.2175,1,10001
8,ppo_c8_s3,3,ppo,1.922413995598801,8.509835487784356,0.0,5.6000000000000005,89.0,1.78,89,0,-1.074020945359668,0,0.2225,2,10002
8,ppo_c8_s3,3,ppo,1.7907777514967287,8.527203879169383,0.0,2.4,91.0,1.82,91,0,-1.0171378931780346,0,0.2275,3,10003
8,ppo_c8_s3,3,ppo,2.0924504991058788,7.944841942317894,0.0,7.3999999999999995,85.0,1.7,85,0,-1.067932086990781,0,0.2125,4,10004
8,ppo_c8_s3,3,ppo,2.029274834455646,8.659326909104713,0.0,6.0,85.0,1.7,85,0,-1.102236684054383,0,0.2125,5,10005
8,ppo_c8_s3,3,ppo,1.9688531854988762,7.8024715820587085,0.0,6.2,86.0,1.72,86,0,-1.0165124750670014,0,0.215,6,10006
8,ppo_c8_s3,3,ppo,1.929542457737513,6.823290580724603,0.0,5.6000000000000005,87.0,1.74,87,0,-0.9258689520949321,0,0.2175,7,10007
8,ppo_c8_s3,3,ppo,1.9177154322137853,7.150899030260398,0.0,4.3999999999999995,89.0,1.78,89,0,-0.9683751890625079,0,0.2225,8,10008
8,ppo_c8_s3,3,ppo,2.012316399897633,7.756930803735745,0.0,6.6000000000000005,85.0,1.7,85,0,-1.0081868040805617,0,0.2125,9,10009
8,ppo_c8_s4,4,ppo,1.793787832697489,7.886855405878485,0.0,5.0,101.0,2.02,101,0,-1.164096992996185,0,0.2525,0,10000
8,ppo_c8_s4,4,ppo,1.834848531100102,8.70508019085569,0.0,6.0,103.0,2.06,103,0,-1.3357701955621846,0,0.2575,1,10001
8,ppo_c8_s4,4,ppo,1.767903604455781,7.382765337212256,0.0,3.5999999999999996,103.0,2.06,103,0,-1.1103897789075283,0,0.2575,2,10002
8,ppo_c8_s4,4,ppo,1.8080007827917062,8.345468773531284,0.0,4.8,99.0,1.98,99,0,-1.0939524022945244,0,0.2475,3,10003
8,ppo_c8_s4,4,ppo,1.8369309983430737,7.616813538101681,0.0,4.2,102.0,2.04,102,0,-1.133994767188387,0,0.255,4,10004
8,ppo_c8_s4,4,ppo,1.746512531032917,7.288142434136757,0.0,4.3999999999999995,102.0,2.04,102,0,-1.0839100993494304,0,0.255,5,10005
