C_max,seed,arm,mean_bi,peak_bi,weeks_bi_ge10_pct,weeks_bi_ge5_pct,total_cost,mean_weekly_cost,n_sr,n_sp,episode_return,n_infeasible_weeks,budget_utilisation,rep,eval_seed,model
2,-1,mpc1,2.9872795075192653,10.118507972322792,0.2,23.0,18.0,0.36,18,0,-1.237680722056505,0,0.18,6,10006,
2,-1,mpc1,3.0769527688237868,10.141203673989128,0.2,24.6,18.0,0.36,18,0,-1.517181350519195,0,0.18,7,10007,
2,-1,mpc1,3.078502848259539,10.10846694305709,0.4,21.4,18.0,0.36,18,0,-1.7138547866644052,0,0.18,8,10008,
2,-1,mpc1,3.0387623756257076,8.96274971839503,0.0,23.200000000000003,18.0,0.36,18,0,-1.2987623053155612,0,0.18,9,10009,
2,0,ppo,2.2585478794155542,7.885136519214123,0.0,7.199999999999999,51.0,1.02,51,0,-0.6198744143594742,0,0.51,0,10000,ppo_c2_s0
2,0,ppo,2.295399038234503,8.70508019085569,0.0,7.199999999999999,49.0,0.98,49,0,-0.6925246179147383,0,0.49,1,10001,ppo_c2_s0
2,0,ppo,2.2733292234481706,8.585777600554403,0.0,8.200000000000001,51.0,1.02,51,0,-0.7281322230451709,0,0.51,2,10002,ppo_c2_s0
2,0,ppo,2.2323508610055263,7.9549121784894385,0.0,7.000000000000001,50.0,1.0,50,0,-0.6720839946567259,0,0.5,3,10003,ppo_c2_s0
2,0,ppo,2.344752443228551,7.47419888044895,0.0,7.6,51.0,1.02,51,0,-0.6513676375218036,0,0.51,4,10004,ppo_c2_s0
2,0,ppo,2.3098448231790654,8.659326909104713,0.0,6.4,51.0,1.02,51,0,-0.7119955792109798,0,0.51,5,10005,ppo_c2_s0
2,0,ppo,2.269458406306539,7.266553698390535,0.0,8.0,49.0,0.98,49,0,-0.6671808281663871,0,0.49,6,10006,ppo_c2_s0
2,0,ppo,2.2885807010048684,7.704103637026934,0.0,7.3999999999999995,51.0,1.02,51,0,-0.6828763767890392,0,0.51,7,10007,ppo_c2_s0
2,0,ppo,2.3657380654478755,7.363361478177297,0.0,8.200000000000001,47.0,0.94,47,0,-0.6375272581701932,0,0.47,8,10008,ppo_c2_s0
2,0,ppo,2.3924572334456253,7.440477166673594,0.0,8.799999999999999,44.0,0.88,44,0,-0.6328224347288048,0,0.44,9,10009,ppo_c2_s0
2,1,ppo,2.2996392319417875,7.457870370139448,0.0,6.4,49.0,0.98,49,0,-0.5887072888233482,0,0.49,0,10000,ppo_c2_s1
2,1,ppo,2.3411157555447804,8.70508019085569,0.0,8.200000000000001,48.0,0.96,48,0,-0.7446131760138988,0,0.48,1,10001,ppo_c2_s1
2,1,ppo,2.2465498166610542,9.392186383195064,0.0,6.0,53.0,1.06,53,0,-0.6776868741842643,0,0.53,2,10002,ppo_c2_s1
2,1,ppo,2.24117321142499,8.19634361290613,0.0,7.199999999999999,48.0,0.96,48,0,-0.6297006109548033,0,0.48,3,10003,ppo_c2_s1
2,1,ppo,2.3370308160668416,8.18717473662043,0.0,6.800000000000001,51.0,1.02,51,0,-0.666484294782268,0,0.51,4,10004,ppo_c2_s1
2,1,ppo,2.3172785445238104,8.659326909104713,0.0,7.3999999999999995,51.0,1.02,51,0,-0.7265815908926128,0,0.51,5,10005,ppo_c2_s1
2,1,ppo,2.2841694560426795,7.589154363986541,0.0,8.0,48.0,0.96,48,0,-0.6424966994592849,0,0.48,6,10006,ppo_c2_s1
2,1,ppo,2.3563743005913333,7.111119192575464,0.0,8.0,47.0,0.94,47,0,-0.5979095818668048,0,0.47,7,10007,ppo_c2_s1
2,1,ppo,2.313184351073932,7.3926067668126985,0.0,6.4,51.0,1.02,51,0,-0.6676283266198798,0,0.51,8,10008,ppo_c2_s1
2,1,ppo,2.3384444549529153,7.247882544238849,0.0,7.8,47.0,0.94,47,0,-0.604181929729135,0,0.47,9,10009,ppo_c2_s1
2,2,ppo,2.3097737190343026,8.149538002142947,0.0,6.800000000000001,48.0,0.96,48,0,-0.6371459317132306,0,0.48,0,10000,ppo_c2_s2
2,2,ppo,2.343656124393882,8.70508019085569,0.0,9.0,47.0,0.94,47,0,-0.6907090720973021,0,0.47,1,10001,ppo_c2_s2
2,2,ppo,2.323773511741775,8.585777600554403,0.0,8.0,48.0,0.96,48,0,-0.7134708690524438,0,0.48,2,10002,ppo_c2_s2
2,2,ppo,2.224963840974813,8.067241462147832,0.0,7.3999999999999995,49.0,0.98,49,0,-0.6397831445648613,0,0.49,3,10003,ppo_c2_s2
2,2,ppo,2.382027213406508,7.851902511516341,0.0,7.8,49.0,0.98,49,0,-0.6445191453993524,0,0.49,4,10004,ppo_c2_s2
2,2,ppo,2.4616766744715495,9.25143592459991,0.0,9.6,42.0,0.84,42,0,-0.7628695983255667,0,0.42,5,10005,ppo_c2_s2
2,2,ppo,2.2885135928965346,7.839607050054032,0.0,7.8,47.0,0.94,47,0,-0.671094879961482,0,0.47,6,10006,ppo_c2_s2
2,2,ppo,2.380900977250213,7.744200473824529,0.0,9.4,46.0,0.92,46,0,-0.6726904173015938,0,0.46,7,10007,ppo_c2_s2
2,2,ppo,2.2858724781481317,8.261627920289122,0.0,6.4,52.0,1.04,52,0,-0.6925399189217226,0,0.52,8,10008,ppo_c2_s2
2,2,ppo,2.320980265369808,7.690973274320591,0.0,8.6,49.0,0.98,49,0,-0.704807459118772,0,0.49,9,10009,ppo_c2_s2
2,3,ppo,2.3414120458882053,7.574075951062567,0.0,8.799999999999999,46.0,0.92,46,0,-0.656414602654622,0,0.46,0,10000,ppo_c2_s3
2,3,ppo,2.274390989221671,7.391072947006663,0.0,7.6,52.0,1.04,52,0,-0.6378710190390271,0,0.52,1,10001,ppo_c2_s3
2,3,ppo,2.297695348274232,7.784562790036554,0.0,6.0,49.0,0.98,49,0,-0.6468450247012374,0,0.49,2,10002,ppo_c2_s3
2,3,ppo,2.238399304756199,8.035284713262138,0.0,6.6000000000000005,48.0,0.96,48,0,-0.6087631403444113,0,0.48,3,10003,ppo_c2_s3
2,3,ppo,2.362976357894664,7.462794909988114,0.0,7.199999999999999,51.0,1.02,51,0,-0.6362647076680404,0,0.51,4,10004,ppo_c2_s3
2,3,ppo,2.3541646948349735,8.659326909104713,0.0,7.8,47.0,0.94,47,0,-0.6781800659970509,0,0.47,5,10005,ppo_c2_s3
2,3,ppo,2.236396208644712,7.736322761219803,0.0,6.800000000000001,50.0,1.0,50,0,-0.6772007736130146,0,0.5,6,10006,ppo_c2_s3
2,3,ppo,2.2834050403462154,7.704103637026934,0.0,8.4,51.0,1.02,51,0,-0.6906335530173452,0,0.51,7,10007,ppo_c2_s3
2,3,ppo,2.335328643736019,7.363361478177297,0.0,7.3999999999999995,48.0,0.96,48,0,-0.6680049938776793,0,0.48,8,10008,ppo_c2_s3
2,3,ppo,2.2635220085778927,7.218847290841529,0.0,7.000000000000001,52.0,1.04,52,0,-0.6665883686635434,0,0.52,9,10009,ppo_c2_s3
2,4,ppo,2.2100292831461474,7.574075951062567,0.0,5.4,54.0,1.08,54,0,-0.6680699943697928,0,0.54,0,10000,ppo_c2_s4
2,4,ppo,2.2126865300041216,7.92145281460439,0.0,6.6000000000000005,55.0,1.1,55,0,-0.7168102088904963,0,0.55,1,10001,ppo_c2_s4
2,4,ppo,2.2836974936696106,9.021674239819625,0.0,7.8,50.0,1.0,50,0,-0.6866896490790253,0,0.5,2,10002,ppo_c2_s4
2,4,ppo,2.2088227287876405,8.132316589478174,0.0,6.6000000000000005,50.0,1.0,50,0,-0.6451416861470666,0,0.5,3,10003,ppo_c2_s4
2,4,ppo,2.3167996743407935,7.455291224429695,0.0,7.199999999999999,53.0,1.06,53,0,-0.7191127850691623,0,0.53,4,10004,ppo_c2_s4
2,4,ppo,2.248929037266097,8.659326909104713,0.0,6.2,54.0,1.08,54,0,-0.7254643491747268,0,0.54,5,10005,ppo_c2_s4
2,4,ppo,2.2600845102083857,7.781674914600138,0.0,8.4,49.0,0.98,49,0,-0.6849642630365143,0,0.49,6,10006,ppo_c2_s4
2,4,ppo,2.2932974974920173,8.37492320770907,0.0,6.0,50.0,1.0,50,0,-0.6663059540871217,0,0.5,7,10007,ppo_c2_s4
2,4,ppo,2.228188384206387,7.751765574877441,0.0,6.0,55.0,1.1,55,0,-0.6843647619375358,0,0.55,8,10008,ppo_c2_s4
2,4,ppo,2.1959957159327343,6.978489497724081,0.0,7.000000000000001,55.0,1.1,55,0,-0.6664479671819143,0,0.55,9,10009,ppo_c2_s4
2,5,ppo,2.2805580771701632,7.456026731863112,0.0,7.000000000000001,50.0,1.0,50,0,-0.6191146778759322,0,0.5,0,10000,ppo_c2_s5
2,5,ppo,2.301565073300412,7.361017660856107,0.0,7.3999999999999995,50.0,1.0,50,0,-0.6407144555895039,0,0.5,1,10001,ppo_c2_s5
2,5,ppo,2.294602349199669,9.392186383195064,0.0,7.000000000000001,51.0,1.02,51,0,-0.6786933250995049,0,0.51,2,10002,ppo_c2_s5
2,5,ppo,2.209440669986554,7.792702155691296,0.0,5.4,51.0,1.02,51,0,-0.6341810218240529,0,0.51,3,10003,ppo_c2_s5
2,5,ppo,2.4137565194784973,7.705353272541164,0.0,8.200000000000001,47.0,0.94,47,0,-0.6115590111406826,0,0.47,4,10004,ppo_c2_s5
2,5,ppo,2.374789413780304,8.659326909104713,0.0,7.6,47.0,0.94,47,0,-0.6874734969775973,0,0.47,5,10005,ppo_c2_s5
2,5,ppo,2.219385676172382,7.470777372005826,0.0,5.4,52.0,1.04,52,0,-0.6323337452708735,0,0.52,6,10006,ppo_c2_s5
2,5,ppo,2.298122860568899,7.111119192575464,0.0,5.800000000000001,51.0,1.02,51,0,-0.613505433733833,0,0.51,7,10007,ppo_c2_s5
2,5,ppo,2.3459975232756025,8.79202342254989,0.0,7.199999999999999,48.0,0.96,48,0,-0.6635272873898277,0,0.48,8,10008,ppo_c2_s5
2,5,ppo,2.2976369266148486,7.028124539101623,0.0,6.2,50.0,1.0,50,0,-0.5864133904784453,0,0.5,9,10009,ppo_c2_s5
2,6,ppo,2.320297945155743,7.574075951062567,0.0,7.000000000000001,47.0,0.94,47,0,-0.634892386576716,0,0.47,0,10000,ppo_c2_s6
2,6,ppo,2.347262828642498,8.70508019085569,0.0,8.4,47.0,0.94,47,0,-0.6918244787490578,0,0.47,1,10001,ppo_c2_s6
2,6,ppo,2.364836573608211,8.072958024948258,0.0,8.6,45.0,0.9,45,0,-0.6372978993699294,0,0.45,2,10002,ppo_c2_s6
2,6,ppo,2.294198206241519,7.895998276551713,0.0,7.6,45.0,0.9,45,0,-0.6190966028988917,0,0.45,3,10003,ppo_c2_s6
2,6,ppo,2.4710404906891004,7.7318078068957625,0.0,8.200000000000001,43.0,0.86,43,0,-0.5889383880077508,0,0.43,4,10004,ppo_c2_s6
2,6,ppo,2.412745565217051,8.659326909104713,0.0,8.4,44.0,0.88,44,0,-0.639973343201062,0,0.44,5,10005,ppo_c2_s6
2,6,ppo,2.2997880970471454,7.537286482818847,0.0,8.4,47.0,0.94,47,0,-0.6341915926730918,0,0.47,6,10006,ppo_c2_s6
2,6,ppo,2.3867557852693135,8.191872680131425,0.0,9.4,45.0,0.9,45,0,-0.6634530694484386,0,0.45,7,10007,ppo_c2_s6
2,6,ppo,2.2445095194429148,7.426897688219703,0.0,6.800000000000001,54.0,1.08,54,0,-0.6571474216130917,0,0.54,8,10008,ppo_c2_s6
2,6,ppo,2.2357032588930967,7.044829748489743,0.0,6.0,53.0,1.06,53,0,-0.6362611466221512,0,0.53,9,10009,ppo_c2_s6
2,7,ppo,2.2791952783848326,7.375222674089697,0.0,6.800000000000001,49.0,0.98,49,0,-0.594142710942503,0,0.49,0,10000,ppo_c2_s7
2,7,ppo,2.3102626958319674,8.70508019085569,0.0,7.199999999999999,50.0,1.0,50,0,-0.693018202066394,0,0.5,1,10001,ppo_c2_s7
2,7,ppo,2.2593596342181104,7.046852569515854,0.0,6.6000000000000005,51.0,1.02,51,0,-0.6041174856313261,0,0.51,2,10002,ppo_c2_s7
2,7,ppo,2.183107202772803,7.986910168311628,0.0,6.4,53.0,1.06,53,0,-0.6775546109782726,0,0.53,3,10003,ppo_c2_s7
2,7,ppo,2.352275142046939,7.830986819646872,0.0,7.6,50.0,1.0,50,0,-0.6539964123699098,0,0.5,4,10004,ppo_c2_s7
2,7,ppo,2.2617094862137126,8.659326909104713,0.0,6.4,55.0,1.1,55,0,-0.7214305756854515,0,0.55,5,10005,ppo_c2_s7
2,7,ppo,2.297458610437977,7.419362785338488,0.0,7.199999999999999,47.0,0.94,47,0,-0.6490455726795977,0,0.47,6,10006,ppo_c2_s7
2,7,ppo,2.288874945017324,7.704103637026934,0.0,7.000000000000001,51.0,1.02,51,0,-0.6430475695169856,0,0.51,7,10007,ppo_c2_s7
2,7,ppo,2.357533517918588,7.3926067668126985,0.0,7.000000000000001,47.0,0.94,47,0,-0.6116787142345363,0,0.47,8,10008,ppo_c2_s7
2,7,ppo,2.334983111581106,7.56153475811312,0.0,6.800000000000001,47.0,0.94,47,0,-0.6020359706639342,0,0.47,9,10009,ppo_c2_s7
2,8,ppo,2.378489841012754,7.657193309938908,0.0,7.8,44.0,0.88,44,0,-0.6256024638315141,0,0.44,0,10000,ppo_c2_s8
2,8,ppo,2.3655644352723986,8.70508019085569,0.0,8.799999999999999,48.0,0.96,48,0,-0.69868947979312,0,0.48,1,10001,ppo_c2_s8
2,8,ppo,2.2816941769778847,7.253870362149814,0.0,7.6,49.0,0.98,49,0,-0.6020610454635946,0,0.49,2,10002,ppo_c2_s8
2,8,ppo,2.2414848033924124,7.958791304477136,0.0,8.0,48.0,0.96,48,0,-0.6266080322204672,0,0.48,3,10003,ppo_c2_s8
2,8,ppo,2.340755143850898,7.68481058104621,0.0,8.200000000000001,51.0,1.02,51,0,-0.6225428804071103,0,0.51,4,10004,ppo_c2_s8
2,8,ppo,2.2678807026612047,8.659326909104713,0.0,5.800000000000001,53.0,1.06,53,0,-0.7136570610845725,0,0.53,5,10005,ppo_c2_s8
2,8,ppo,2.2723567849584048,7.839487545682129,0.0,8.200000000000001,48.0,0.96,48,0,-0.6691071779312012,0,0.48,6,10006,ppo_c2_s8
2,8,ppo,2.335155936134568,7.704103637026934,0.0,8.799999999999999,46.0,0.92,46,0,-0.6016693920409695,0,0.46,7,10007,ppo_c2_s8
2,8,ppo,2.3904722591703704,8.261627920289122,0.0,7.6,45.0,0.9,45,0,-0.6513296264680934,0,0.45,8,10008,ppo_c2_s8
2,8,ppo,2.27904585511767,7.558290190292121,0.0,7.000000000000001,49.0,0.98,49,0,-0.6135599809705836,0,0.49,9,10009,ppo_c2_s8
2,9,ppo,2.3071923737110445,7.347766777952396,0.0,6.800000000000001,48.0,0.96,48,0,-0.6120153393720211,0,0.48,0,10000,ppo_c2_s9
2,9,ppo,2.3252310701797723,8.70508019085569,0.0,7.8,49.0,0.98,49,0,-0.7239497778362263,0,0.49,1,10001,ppo_c2_s9
2,9,ppo,2.313308365166235,7.52011382237611,0.0,8.4,48.0,0.96,48,0,-0.676210782583008,0,0.48,2,10002,ppo_c2_s9
2,9,ppo,2.1903634766086197,7.369433366119896,0.0,6.0,52.0,1.04,52,0,-0.6358271368777488,0,0.52,3,10003,ppo_c2_s9
2,9,ppo,2.300966407820521,8.971254284610232,0.0,6.4,53.0,1.06,53,0,-0.6852893782890639,0,0.53,4,10004,ppo_c2_s9
2,9,ppo,2.294283701615623,8.659326909104713,0.0,6.800000000000001,50.0,1.0,50,0,-0.7010405444887442,0,0.5,5,10005,ppo_c2_s9
2,9,ppo,2.25699872286168,7.411818824428914,0.0,7.8,49.0,0.98,49,0,-0.638903018291995,0,0.49,6,10006,ppo_c2_s9
2,9,ppo,2.3053117208051406,7.704103637026934,0.0,7.199999999999999,50.0,1.0,50,0,-0.6401635585815586,0,0.5,7,10007,ppo_c2_s9
