fold_year,C_max,arm,seed,rep,episode_return,mean_bi,total_cost,weeks_bi_ge10_pct,eval_seed
2016,2,threshold,-1,4,-4.988930256232601,3.8196406836620853,0.0,1.3725490196078431,
2016,2,threshold,-1,5,-5.25376800821567,3.78895589309937,0.0,1.9607843137254901,
2016,2,threshold,-1,6,-4.646845897890109,3.6772887564334362,0.0,0.5882352941176472,
2016,2,threshold,-1,7,-5.602646180608101,3.7919715388749555,0.0,2.1568627450980395,
2016,2,threshold,-1,8,-5.099996320407989,3.7724411184147915,0.0,2.3529411764705888,
2016,2,threshold,-1,9,-5.169917197891252,3.7432285726158447,0.0,0.7843137254901961,
2016,2,calendar,-1,0,-2.148831842438076,3.1630944508284315,24.0,0.19607843137254902,
2016,2,calendar,-1,1,-2.10329762723999,3.225622504096062,22.0,0.0,
2016,2,calendar,-1,2,-2.271963816709859,3.231888574909255,22.0,0.19607843137254902,
2016,2,calendar,-1,3,-2.667048493855876,3.1739272557666904,21.0,0.7843137254901961,
2016,2,calendar,-1,4,-2.492312455017005,3.3007815962439464,22.0,0.39215686274509803,
2016,2,calendar,-1,5,-2.5021852332601084,3.246665000785655,23.0,0.5882352941176472,
2016,2,calendar,-1,6,-2.0456683525514965,3.1329256713234703,23.0,0.19607843137254902,
2016,2,calendar,-1,7,-2.3449009604994266,3.2304801985234426,23.0,0.39215686274509803,
2016,2,calendar,-1,8,-2.3075218827653203,3.232961348834296,23.0,0.19607843137254902,
2016,2,calendar,-1,9,-2.3786126869623594,3.1960162301949264,24.0,0.0,
2016,2,mpc1,-1,0,-1.158354395691061,3.0509798183417955,24.0,0.0,
2016,2,mpc1,-1,1,-1.4194568063273874,3.098950709715273,24.0,0.0,
2016,2,mpc1,-1,2,-1.6428586039399364,3.1034946759639803,24.0,0.19607843137254902,
2016,2,mpc1,-1,3,-1.6236496220768308,3.0120325158174674,24.0,0.0,
2016,2,mpc1,-1,4,-1.457046460602806,3.1487781242015442,24.0,0.19607843137254902,
2016,2,mpc1,-1,5,-1.370684275893022,3.10720116411827,24.0,0.19607843137254902,
2016,2,mpc1,-1,6,-1.1550079039967338,3.013587715311502,24.0,0.0,
2016,2,mpc1,-1,7,-1.4091343115706378,3.0966753094933344,24.0,0.19607843137254902,
2016,2,mpc1,-1,8,-1.3459444105181293,3.0977075342803073,24.0,0.0,
2016,2,mpc1,-1,9,-1.426695647522886,3.0626756588018984,24.0,0.0,
2016,2,ppo,0,0,-0.6237208634745395,2.423390180748158,49.0,0.0,10000.0
2016,2,ppo,0,1,-0.7653582656564211,2.4154089044651874,52.0,0.0,10001.0
2016,2,ppo,0,2,-0.7431826245676204,2.4967152170827673,49.0,0.0,10002.0
2016,2,ppo,0,3,-0.8437686416807584,2.3753610604257545,50.0,0.0,10003.0
2016,2,ppo,0,4,-0.6906797400823979,2.4981240472269084,49.0,0.0,10004.0
2016,2,ppo,0,5,-0.658483838950057,2.4660827029864785,49.0,0.0,10005.0
2016,2,ppo,0,6,-0.7678234410397933,2.4438307531962855,47.0,0.0,10006.0
2016,2,ppo,0,7,-0.8075274608957228,2.4730188371538264,49.0,0.19607843137254902,10007.0
2016,2,ppo,0,8,-0.6655285500282159,2.5239899042985354,46.0,0.0,10008.0
2016,2,ppo,0,9,-0.7754148828491593,2.4587009691627437,48.0,0.0,10009.0
2016,2,ppo,1,0,-0.7395974790072876,2.492252948439977,46.0,0.0,10000.0
2016,2,ppo,1,1,-0.7141811168814962,2.4867027549893415,47.0,0.0,10001.0
2016,2,ppo,1,2,-0.7111437919301974,2.433495736623486,50.0,0.0,10002.0
2016,2,ppo,1,3,-0.7749070562569045,2.3499076206218517,51.0,0.0,10003.0
2016,2,ppo,1,4,-0.7229659198012396,2.4861513860045323,50.0,0.0,10004.0
