C_max,arm,n_folds,crossyear_mean,crossyear_sd,crossyear_min,crossyear_max,bi_mean,cost_mean,crossyear_se,ci95_low,ci95_high
2,calendar,8,-2.0070512492620503,0.21104155832848775,-2.3262343351299517,-1.7424889901506102,3.1447315976712096,23.1875,0.074614458503125,-2.1532955879281754,-1.8608069105959253
2,mpc1,8,-1.4860841856713802,0.08738630540137776,-1.6295371030698125,-1.392554334730852,3.127344972428552,20.375,0.030895724566076418,-1.5466398058208901,-1.4255285655218703
2,none,8,-5.010257135141552,0.5360682197535315,-5.829047719635499,-4.2365163971968345,3.711007038477062,0.0,0.18952873668316123,-5.381733459040548,-4.638780811242556
2,ppo,8,-0.6802433245995112,0.03292771426204011,-0.7355058780679768,-0.639512077664681,2.3869868358780466,49.9875,0.011641705021830777,-0.7030610664422995,-0.6574255827567229
2,threshold,8,-5.010257135141552,0.5360682197535315,-5.829047719635499,-4.2365163971968345,3.711007038477062,0.0,0.18952873668316123,-5.381733459040548,-4.638780811242556
