arm,label,seed,model,mean_bi,peak_bi,weeks_bi_ge10_pct,weeks_bi_ge5_pct,total_cost,mean_weekly_cost,n_sr,n_sp,episode_return,n_infeasible_weeks,budget_utilisation,rep,eval_seed
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.2088227287876405,8.132316589478174,0.0,6.6000000000000005,50.0,1.0,50,0,-0.6451416861470666,0,,3,10003
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.3167996743407935,7.455291224429695,0.0,7.199999999999999,53.0,1.06,53,0,-0.7191127850691623,0,,4,10004
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.248929037266097,8.659326909104713,0.0,6.2,54.0,1.08,54,0,-0.7254643491747268,0,,5,10005
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.2600845102083857,7.781674914600138,0.0,8.4,49.0,0.98,49,0,-0.6849642630365143,0,,6,10006
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.2932974974920173,8.37492320770907,0.0,6.0,50.0,1.0,50,0,-0.6663059540871217,0,,7,10007
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.228188384206387,7.751765574877441,0.0,6.0,55.0,1.1,55,0,-0.6843647619375358,0,,8,10008
nest56,C=inf  Discrete(56) nested,4,ppo_nest56_s4,2.1959957159327343,6.978489497724081,0.0,7.000000000000001,55.0,1.1,55,0,-0.6664479671819143,0,,9,10009
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.2805580771701632,7.456026731863112,0.0,7.000000000000001,50.0,1.0,50,0,-0.6191146778759322,0,,0,10000
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.301565073300412,7.361017660856107,0.0,7.3999999999999995,50.0,1.0,50,0,-0.6407144555895039,0,,1,10001
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.294602349199669,9.392186383195064,0.0,7.000000000000001,51.0,1.02,51,0,-0.6786933250995049,0,,2,10002
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.209440669986554,7.792702155691296,0.0,5.4,51.0,1.02,51,0,-0.6341810218240529,0,,3,10003
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.4137565194784973,7.705353272541164,0.0,8.200000000000001,47.0,0.94,47,0,-0.6115590111406826,0,,4,10004
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.374789413780304,8.659326909104713,0.0,7.6,47.0,0.94,47,0,-0.6874734969775973,0,,5,10005
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.219385676172382,7.470777372005826,0.0,5.4,52.0,1.04,52,0,-0.6323337452708735,0,,6,10006
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.298122860568899,7.111119192575464,0.0,5.800000000000001,51.0,1.02,51,0,-0.613505433733833,0,,7,10007
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.3459975232756025,8.79202342254989,0.0,7.199999999999999,48.0,0.96,48,0,-0.6635272873898277,0,,8,10008
nest56,C=inf  Discrete(56) nested,5,ppo_nest56_s5,2.2976369266148486,7.028124539101623,0.0,6.2,50.0,1.0,50,0,-0.5864133904784453,0,,9,10009
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.320297945155743,7.574075951062567,0.0,7.000000000000001,47.0,0.94,47,0,-0.634892386576716,0,,0,10000
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.347262828642498,8.70508019085569,0.0,8.4,47.0,0.94,47,0,-0.6918244787490578,0,,1,10001
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.364836573608211,8.072958024948258,0.0,8.6,45.0,0.9,45,0,-0.6372978993699294,0,,2,10002
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.294198206241519,7.895998276551713,0.0,7.6,45.0,0.9,45,0,-0.6190966028988917,0,,3,10003
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.4710404906891004,7.7318078068957625,0.0,8.200000000000001,43.0,0.86,43,0,-0.5889383880077508,0,,4,10004
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.412745565217051,8.659326909104713,0.0,8.4,44.0,0.88,44,0,-0.639973343201062,0,,5,10005
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.2997880970471454,7.537286482818847,0.0,8.4,47.0,0.94,47,0,-0.6341915926730918,0,,6,10006
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.3867557852693135,8.191872680131425,0.0,9.4,45.0,0.9,45,0,-0.6634530694484386,0,,7,10007
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.2445095194429148,7.426897688219703,0.0,6.800000000000001,54.0,1.08,54,0,-0.6571474216130917,0,,8,10008
nest56,C=inf  Discrete(56) nested,6,ppo_nest56_s6,2.2357032588930967,7.044829748489743,0.0,6.0,53.0,1.06,53,0,-0.6362611466221512,0,,9,10009
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.2791952783848326,7.375222674089697,0.0,6.800000000000001,49.0,0.98,49,0,-0.594142710942503,0,,0,10000
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.3102626958319674,8.70508019085569,0.0,7.199999999999999,50.0,1.0,50,0,-0.693018202066394,0,,1,10001
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.2593596342181104,7.046852569515854,0.0,6.6000000000000005,51.0,1.02,51,0,-0.6041174856313261,0,,2,10002
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.183107202772803,7.986910168311628,0.0,6.4,53.0,1.06,53,0,-0.6775546109782726,0,,3,10003
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.352275142046939,7.830986819646872,0.0,7.6,50.0,1.0,50,0,-0.6539964123699098,0,,4,10004
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.2617094862137126,8.659326909104713,0.0,6.4,55.0,1.1,55,0,-0.7214305756854515,0,,5,10005
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.297458610437977,7.419362785338488,0.0,7.199999999999999,47.0,0.94,47,0,-0.6490455726795977,0,,6,10006
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.288874945017324,7.704103637026934,0.0,7.000000000000001,51.0,1.02,51,0,-0.6430475695169856,0,,7,10007
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.357533517918588,7.3926067668126985,0.0,7.000000000000001,47.0,0.94,47,0,-0.6116787142345363,0,,8,10008
nest56,C=inf  Discrete(56) nested,7,ppo_nest56_s7,2.334983111581106,7.56153475811312,0.0,6.800000000000001,47.0,0.94,47,0,-0.6020359706639342,0,,9,10009
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.378489841012754,7.657193309938908,0.0,7.8,44.0,0.88,44,0,-0.6256024638315141,0,,0,10000
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.3655644352723986,8.70508019085569,0.0,8.799999999999999,48.0,0.96,48,0,-0.69868947979312,0,,1,10001
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.2816941769778847,7.253870362149814,0.0,7.6,49.0,0.98,49,0,-0.6020610454635946,0,,2,10002
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.2414848033924124,7.958791304477136,0.0,8.0,48.0,0.96,48,0,-0.6266080322204672,0,,3,10003
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.340755143850898,7.68481058104621,0.0,8.200000000000001,51.0,1.02,51,0,-0.6225428804071103,0,,4,10004
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.2678807026612047,8.659326909104713,0.0,5.800000000000001,53.0,1.06,53,0,-0.7136570610845725,0,,5,10005
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.2723567849584048,7.839487545682129,0.0,8.200000000000001,48.0,0.96,48,0,-0.6691071779312012,0,,6,10006
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.335155936134568,7.704103637026934,0.0,8.799999999999999,46.0,0.92,46,0,-0.6016693920409695,0,,7,10007
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.3904722591703704,8.261627920289122,0.0,7.6,45.0,0.9,45,0,-0.6513296264680934,0,,8,10008
nest56,C=inf  Discrete(56) nested,8,ppo_nest56_s8,2.27904585511767,7.558290190292121,0.0,7.000000000000001,49.0,0.98,49,0,-0.6135599809705836,0,,9,10009
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.3071923737110445,7.347766777952396,0.0,6.800000000000001,48.0,0.96,48,0,-0.6120153393720211,0,,0,10000
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.3252310701797723,8.70508019085569,0.0,7.8,49.0,0.98,49,0,-0.7239497778362263,0,,1,10001
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.313308365166235,7.52011382237611,0.0,8.4,48.0,0.96,48,0,-0.676210782583008,0,,2,10002
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.1903634766086197,7.369433366119896,0.0,6.0,52.0,1.04,52,0,-0.6358271368777488,0,,3,10003
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.300966407820521,8.971254284610232,0.0,6.4,53.0,1.06,53,0,-0.6852893782890639,0,,4,10004
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.294283701615623,8.659326909104713,0.0,6.800000000000001,50.0,1.0,50,0,-0.7010405444887442,0,,5,10005
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.25699872286168,7.411818824428914,0.0,7.8,49.0,0.98,49,0,-0.638903018291995,0,,6,10006
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.3053117208051406,7.704103637026934,0.0,7.199999999999999,50.0,1.0,50,0,-0.6401635585815586,0,,7,10007
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.3179059466544385,7.935715151565363,0.0,6.800000000000001,49.0,0.98,49,0,-0.7161331560218045,0,,8,10008
nest56,C=inf  Discrete(56) nested,9,ppo_nest56_s9,2.277172051111146,7.307064889001435,0.0,6.2,51.0,1.02,51,0,-0.654392276940867,0,,9,10009
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.2585383196309854,7.5444378782053265,0.0,7.8,51.0,1.02,51,0,-0.6423542641414423,0,,0,10000
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.128898422289735,7.811251433624186,0.0,6.6000000000000005,57.0,1.14,57,0,-0.7220387562036779,0,,1,10001
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.0985981754933505,7.1415530388499615,0.0,5.2,59.0,1.18,59,0,-0.6750101300341103,0,,2,10002
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.034006219653708,7.96678073370247,0.0,4.8,57.0,1.14,57,0,-0.6519470582093565,0,,3,10003
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.1353947855980997,7.5311242109641565,0.0,4.2,61.0,1.22,61,0,-0.7141965321017547,0,,4,10004
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.144385755538655,8.659326909104713,0.0,4.8,58.0,1.16,58,0,-0.7357586053222704,0,,5,10005
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.203863301140317,8.395794337317502,0.0,7.199999999999999,52.0,1.04,52,0,-0.7144293913677289,0,,6,10006
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.2140516529938097,6.6946199793932974,0.0,8.6,54.0,1.08,54,0,-0.6368578889992069,0,,7,10007
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.2450482453064233,8.030298647990863,0.0,6.4,54.0,1.08,54,0,-0.6989857946709879,0,,8,10008
nest486,C=inf  Discrete(486) nested,0,ppo_nest486_s0,2.1524121870524975,7.0739128102422075,0.0,5.0,55.0,1.1,55,0,-0.6439493844689197,0,,9,10009
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.193434122933694,7.352383342217991,0.0,6.4,53.0,1.06,53,0,-0.6195125652081412,0,,0,10000
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.3039099982232796,8.70508019085569,0.0,9.6,50.0,1.0,50,0,-0.6847226703445298,0,,1,10001
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.392581384886791,8.19683529261347,0.0,9.2,45.0,0.9,45,0,-0.6886770513319964,0,,2,10002
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.2703232950114502,8.92888233097468,0.0,8.6,47.0,0.94,47,0,-0.7212421267256889,0,,3,10003
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.3448038641763764,7.583142235415624,0.0,7.3999999999999995,50.0,1.0,50,0,-0.6456857733751893,0,,4,10004
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.323145451972473,7.7995053863309245,0.0,7.8,49.0,0.98,49,0,-0.7023468233689634,0,,5,10005
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.2093545010781965,7.2596022379246925,0.0,7.199999999999999,52.0,1.04,52,0,-0.7063640939621669,0,,6,10006
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.309926343631496,8.574828581913918,0.0,9.0,50.0,1.0,50,0,-0.7701603150312648,0,,7,10007
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.320400248498306,8.672837683127756,0.0,8.0,49.0,0.98,49,0,-0.8016809347821474,0,,8,10008
nest486,C=inf  Discrete(486) nested,1,ppo_nest486_s1,2.2229303724889213,6.8488257647001,0.0,7.000000000000001,53.0,1.06,53,0,-0.6351930755119866,0,,9,10009
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.1192463999810585,7.507422343722173,0.0,6.4,57.0,1.14,57,0,-0.6868303536828935,0,,0,10000
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.10087177121905,7.73548024323394,0.0,6.0,58.0,1.16,58,0,-0.7220944396311347,0,,1,10001
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.2566702545709094,8.585777600554403,0.0,8.799999999999999,51.0,1.02,51,0,-0.6887489600906562,0,,2,10002
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.0244036017955,7.86861731672605,0.0,4.0,60.0,1.2,60,0,-0.6597147564349579,0,,3,10003
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.228233972514734,9.101668053870561,0.0,6.800000000000001,56.0,1.12,56,0,-0.7318259264038955,0,,4,10004
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.1364565528583563,8.659326909104713,0.0,5.2,58.0,1.16,58,0,-0.7389747094662975,0,,5,10005
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.22970758903569,7.742525812528749,0.0,8.4,50.0,1.0,50,0,-0.6905147774421265,0,,6,10006
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.2121259054965057,7.321602243630813,0.0,6.800000000000001,53.0,1.06,53,0,-0.6640908160694394,0,,7,10007
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.136454206311294,7.498356750097118,0.0,5.6000000000000005,58.0,1.16,58,0,-0.6712904642743169,0,,8,10008
nest486,C=inf  Discrete(486) nested,2,ppo_nest486_s2,2.1939905295069564,8.05381081418012,0.0,6.2,53.0,1.06,53,0,-0.6693104213787252,0,,9,10009
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,1.9824784975923924,7.483647397551324,0.0,4.2,78.0,1.56,78,0,-0.8549218924759842,0,,0,10000
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.0127966897784635,8.068892358925769,0.0,4.3999999999999995,76.0,1.52,76,0,-0.8463908210296058,0,,1,10001
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.0188889179757847,7.877446680301273,0.0,5.0,76.0,1.52,76,0,-0.8699146874228633,0,,2,10002
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,1.96564919260723,6.843075945320689,0.0,3.5999999999999996,76.0,1.52,76,0,-0.8107002518075764,0,,3,10003
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.1966478281600077,7.627437498980471,0.0,6.0,71.0,1.42,71,0,-0.8601662844113459,0,,4,10004
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.1261587501946906,8.659326909104713,0.0,5.800000000000001,75.0,1.5,75,0,-0.8945814533167883,0,,5,10005
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.0203205152457477,7.660231036643311,0.0,5.4,75.0,1.5,75,0,-0.8460999010618948,0,,6,10006
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.0689749407201528,7.161867771959228,0.0,6.2,74.0,1.48,74,0,-0.8206696979055359,0,,7,10007
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.087590286961501,7.486450111921915,0.0,5.6000000000000005,74.0,1.48,74,0,-0.8617777352580358,0,,8,10008
nest486,C=inf  Discrete(486) nested,3,ppo_nest486_s3,2.0697942071877335,7.119911290968477,0.0,5.2,74.0,1.48,74,0,-0.8355843540862035,0,,9,10009
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.1880038834647486,7.681892752572848,0.0,6.2,53.0,1.06,53,0,-0.6696212001201545,0,,0,10000
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.141622446599022,8.70508019085569,0.0,6.2,57.0,1.14,57,0,-0.7604637388157267,0,,1,10001
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.192201443341175,7.309387238874045,0.0,8.4,53.0,1.06,53,0,-0.6467591817074805,0,,2,10002
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.1724406030977947,7.997929448565867,0.0,6.2,50.0,1.0,50,0,-0.6095946277290873,0,,3,10003
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.2606122647857485,8.50909399215601,0.0,7.199999999999999,54.0,1.08,54,0,-0.7520270691070593,0,,4,10004
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.161690438167906,8.659326909104713,0.0,5.0,56.0,1.12,56,0,-0.7161638408183676,0,,5,10005
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.1503000217232437,7.2987334737139,0.0,5.4,54.0,1.08,54,0,-0.6895765374178493,0,,6,10006
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.249851822447965,7.704103637026934,0.0,7.000000000000001,51.0,1.02,51,0,-0.6480390592076878,0,,7,10007
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.2441998409576103,7.486450111921915,0.0,5.6000000000000005,52.0,1.04,52,0,-0.6892920085968173,0,,8,10008
nest486,C=inf  Discrete(486) nested,4,ppo_nest486_s4,2.143665918159057,7.539608637261734,0.0,5.800000000000001,56.0,1.12,56,0,-0.6895047071591248,0,,9,10009
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.295463223566099,7.885136519214123,0.0,7.3999999999999995,49.0,0.98,49,0,-0.6586612531877428,0,,0,10000
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.1574181067344287,8.70508019085569,0.0,6.6000000000000005,57.0,1.14,57,0,-0.8138538173197153,0,,1,10001
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.1226810873910282,7.450116190720036,0.0,6.2,57.0,1.14,57,0,-0.6567747304656956,0,,2,10002
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.0563135531836396,7.815883959098802,0.0,3.5999999999999996,59.0,1.18,59,0,-0.6766675919104381,0,,3,10003
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.1265564190067328,7.263113144427457,0.0,5.4,61.0,1.22,61,0,-0.7117742003731499,0,,4,10004
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.125223766375595,8.659326909104713,0.0,5.2,61.0,1.22,61,0,-0.7646760419140535,0,,5,10005
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.0906990921215334,7.347047841295052,0.0,5.6000000000000005,57.0,1.14,57,0,-0.6663607982108336,0,,6,10006
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.207624579816077,7.229970086195856,0.0,6.6000000000000005,53.0,1.06,53,0,-0.6157760977099764,0,,7,10007
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.2954355722264563,8.022918395969848,0.0,6.6000000000000005,50.0,1.0,50,0,-0.736792641714916,0,,8,10008
nest486,C=inf  Discrete(486) nested,5,ppo_nest486_s5,2.1729637082089766,7.025122337310974,0.0,6.800000000000001,56.0,1.12,56,0,-0.6655764558751394,0,,9,10009
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.3006244172469743,7.442860369008484,0.0,7.199999999999999,49.0,0.98,49,0,-0.6492640027921187,0,,0,10000
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.331037108213534,7.6677427864541885,0.0,9.4,48.0,0.96,48,0,-0.6582738765674618,0,,1,10001
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.253996094489715,8.585777600554403,0.0,7.3999999999999995,53.0,1.06,53,0,-0.6773117457533278,0,,2,10002
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.2535282782854034,8.223673271383774,0.0,7.8,49.0,0.98,49,0,-0.6692018076282548,0,,3,10003
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.3767283984511804,8.2412755499929,0.0,8.200000000000001,50.0,1.0,50,0,-0.7116682245152347,0,,4,10004
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.3559421758573906,8.659326909104713,0.0,7.199999999999999,48.0,0.96,48,0,-0.6853159636837068,0,,5,10005
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.2772116039378196,7.80841734859564,0.0,7.199999999999999,48.0,0.96,48,0,-0.6311927155647595,0,,6,10006
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.2964395130160504,7.704103637026934,0.0,7.8,51.0,1.02,51,0,-0.6563055301025065,0,,7,10007
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.3058081564674247,7.3926067668126985,0.0,7.000000000000001,51.0,1.02,51,0,-0.63445014804848,0,,8,10008
nest486,C=inf  Discrete(486) nested,6,ppo_nest486_s6,2.319732286480859,7.6243486389537996,0.0,8.0,49.0,0.98,49,0,-0.646324741257485,0,,9,10009
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.1110384044249186,7.186664611595104,0.0,4.6,59.0,1.18,59,0,-0.6898787435551426,0,,0,10000
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.1766013540745512,7.717811474014356,0.0,6.4,56.0,1.12,56,0,-0.6700063354320007,0,,1,10001
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.2175081069027844,7.561498895475349,0.0,7.199999999999999,55.0,1.1,55,0,-0.6715569102084876,0,,2,10002
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.136032662187285,7.735628093150715,0.0,4.3999999999999995,54.0,1.08,54,0,-0.6263628227296094,0,,3,10003
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.249688222812029,7.193353027172294,0.0,6.800000000000001,56.0,1.12,56,0,-0.6665083592146108,0,,4,10004
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.2856928528492877,8.659326909104713,0.0,6.4,54.0,1.08,54,0,-0.7291944319861057,0,,5,10005
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.219497676899327,8.894264200414222,0.0,7.000000000000001,53.0,1.06,53,0,-0.7628036866545742,0,,6,10006
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.2926232117086993,7.704103637026934,0.0,8.799999999999999,51.0,1.02,51,0,-0.6400343997372302,0,,7,10007
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.1195762583385687,6.914707231239791,0.0,5.0,60.0,1.2,60,0,-0.6580949328016428,0,,8,10008
nest486,C=inf  Discrete(486) nested,7,ppo_nest486_s7,2.2593322312229867,7.479684970859785,0.0,8.0,53.0,1.06,53,0,-0.6797115251972208,0,,9,10009
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.1098359649612894,7.247500128168124,0.0,7.199999999999999,75.0,1.5,75,0,-0.8618093961379054,0,,0,10000
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.103484750709847,8.570890579749163,0.0,7.3999999999999995,76.0,1.52,76,0,-0.9963517686077457,0,,1,10001
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.118756849115043,7.899118797971695,0.0,8.200000000000001,77.0,1.54,77,0,-0.9671611926640493,0,,2,10002
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.042116521052352,7.323399653138507,0.0,7.000000000000001,76.0,1.52,76,0,-0.8967894557431713,0,,3,10003
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.115489796992713,8.147874933486998,0.0,7.199999999999999,77.0,1.54,77,0,-0.8532690950807194,0,,4,10004
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.133427793430901,8.01480784041097,0.0,7.000000000000001,75.0,1.5,75,0,-0.9691420608430529,0,,5,10005
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.0939842094808503,6.897751161955346,0.0,8.4,77.0,1.54,77,0,-0.9181599621871885,0,,6,10006
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.1166178082415823,7.198880736921516,0.0,7.199999999999999,76.0,1.52,76,0,-0.8924758089518615,0,,7,10007
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.1115884996734278,8.742513148120407,0.0,7.000000000000001,77.0,1.54,77,0,-1.0094432944181573,0,,8,10008
nest486,C=inf  Discrete(486) nested,8,ppo_nest486_s8,2.088062862308859,7.898655036532317,0.0,7.199999999999999,77.0,1.54,77,0,-0.9505983410808663,0,,9,10009
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.1976468899963537,8.149538002142947,0.0,6.2,55.0,1.1,55,0,-0.6811558072676597,0,,0,10000
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.2474118414640984,8.70508019085569,0.0,7.6,52.0,1.04,52,0,-0.7289370929617649,0,,1,10001
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.1790324002984653,7.902065104317091,0.0,6.6000000000000005,57.0,1.14,57,0,-0.7157550469698513,0,,2,10002
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.1932924428935334,8.016007046860533,0.0,6.4,52.0,1.04,52,0,-0.6690254491386249,0,,3,10003
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.284404697092059,7.163149423589783,0.0,6.800000000000001,54.0,1.08,54,0,-0.6282912561762509,0,,4,10004
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.343459001975381,7.7995053863309245,0.0,8.799999999999999,49.0,0.98,49,0,-0.7206970344214916,0,,5,10005
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.243772448301669,7.4728783221403905,0.0,6.6000000000000005,51.0,1.02,51,0,-0.6596734766683827,0,,6,10006
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.2084384704959357,7.704103637026934,0.0,6.6000000000000005,56.0,1.12,56,0,-0.6883612598834192,0,,7,10007
nest486,C=inf  Discrete(486) nested,9,ppo_nest486_s9,2.266368918856381,8.183744934734838,0.0,6.6000000000000005,52.0,1.04,52,0,-0.725507310041978,0,,8,10008
