#{"t_start": 1789363035.688431, "env_id": "None"}
r,l,t
-1.567296,52,1.042699
-1.738975,51,1.054197
-2.066332,51,1.066184
-2.324225,51,1.078134
-1.408001,51,1.090126
-1.842545,51,1.103416
-1.900087,51,1.115364
-2.555563,51,1.127263
-1.659995,51,1.139203
-2.438083,51,1.151107
-1.443765,51,1.163169
-1.728609,51,1.175031
-1.636218,51,1.186875
-2.056598,51,1.199324
-1.581947,51,1.211328
-2.001359,51,1.223211
-2.064897,51,1.235204
-1.311063,51,1.250804
-1.357701,51,1.266027
-1.855187,51,1.278259
-1.905887,51,1.29087
-1.562483,51,1.303548
-1.322848,51,1.315505
-1.879812,51,1.327385
-1.609223,52,1.33957
-1.274879,52,1.35163
-1.962916,51,1.362205
-2.0004,51,1.372827
-1.964503,51,1.383541
-1.587229,51,1.394152
-1.876746,51,1.404788
-1.583736,51,1.415401
-1.727962,51,1.427062
-1.8196,51,1.438839
-1.799729,51,1.450679
-1.381743,51,1.462521
-1.861091,51,1.474344
-1.831079,51,1.486389
-1.452849,51,1.497926
-1.496954,51,1.510391
-1.692306,51,1.520995
-1.556635,51,1.532511
-1.685921,51,1.545289
-2.202215,51,1.557733
-1.987833,52,1.569764
-1.950799,52,1.580969
-1.994385,51,1.591552
-1.779026,51,1.602161
-1.383292,51,1.612778
-1.788702,51,1.624626
-1.433776,51,1.63524
-1.820063,51,1.646754
-1.797276,51,1.65785
-1.572459,51,1.668454
-2.529484,51,1.679013
-1.870022,51,1.689617
-2.467609,51,1.700198
-1.601313,52,1.711111
-1.400489,51,1.722114
-1.714165,51,1.732887
-1.926149,51,1.743734
-1.928817,52,1.756029
-1.874759,51,1.766683
-1.717266,51,1.778664
-1.583108,51,1.792104
-2.029226,51,1.805305
-2.263981,51,1.816317
-1.832673,51,1.827283
-1.9806,51,1.838514
-1.730082,51,1.850464
-2.325271,51,1.862375
-1.496131,52,1.87528
-1.973238,51,1.887782
-1.800369,51,1.901493
-1.482708,51,1.914401
-1.897691,51,1.926986
-2.024625,51,1.938878
-1.899077,51,1.949937
-1.785131,51,1.961075
-2.06511,51,1.971929
-1.80868,51,1.98278
-1.807823,51,1.993545
-1.676483,51,2.004312
-1.74456,51,2.015168
-2.158863,51,2.030557
-1.481672,51,2.045275
-1.600844,51,2.056321
-1.422198,51,2.06716
-1.709117,51,2.07794
-1.626021,51,2.088627
-1.564663,52,2.099506
-1.602514,51,2.110242
-2.347778,51,2.121044
-2.078021,51,2.131753
-1.361955,51,2.142567
-1.829616,51,2.153383
-1.826858,51,2.164083
-1.676753,51,2.174811
-2.290143,51,2.185523
-1.391877,52,2.196557
-1.830362,51,2.207339
-1.570265,51,2.218042
-1.510182,51,2.228857
-2.276682,51,2.239486
-1.855719,51,2.250319
-1.478897,51,2.261158
-1.583768,51,2.27185
-1.597504,51,2.282525
-2.113209,51,2.293408
-1.479289,51,2.304306
-1.913877,51,2.314979
-1.709747,51,2.325693
-1.72952,51,2.336297
-1.575882,51,2.346953
-2.038236,52,2.35788
-1.779766,51,2.368613
-1.703629,51,2.379162
-1.50559,51,2.389784
-2.067223,51,2.400263
-1.63215,51,2.410792
-1.473581,51,2.421309
-2.860562,51,2.431769
-2.282694,51,2.441648
-2.160204,52,2.451443
-1.748641,51,2.461093
-1.516938,51,2.470671
-1.405919,51,2.480254
-1.8783,51,2.489824
-1.707369,52,2.49964
-1.708035,51,2.509216
-1.662756,51,2.518778
-1.720984,51,2.528357
-1.903014,51,2.53836
-2.016626,51,2.548061
-2.547615,51,2.557788
-1.700413,51,2.567407
-1.621998,51,2.57702
-1.794735,51,2.586666
-1.669077,51,2.596297
-2.191729,51,2.605904
-2.254711,51,2.615527
-1.791974,51,2.625149
-1.612311,52,2.634942
-1.511919,51,2.644588
-2.42093,51,2.654318
-2.546206,51,2.663996
-1.479375,51,2.673649
-2.005699,51,2.683343
-2.046325,51,2.693074
-1.434334,51,2.702719
-2.680029,51,2.712437
-1.336234,51,2.722105
-1.731677,52,2.732022
-1.869172,51,2.741724
-1.551578,51,2.751369
-1.643808,52,2.761243
-1.539761,51,2.771096
-1.203557,51,2.780759
-1.653552,51,2.790506
-1.591883,51,2.801011
-2.135454,51,2.810875
-2.224567,51,2.82052
-1.301148,51,2.830176
-1.396393,51,2.839843
-1.801177,51,2.849523
-1.815836,51,2.859172
-2.135677,51,2.868806
-1.612101,52,2.878671
-1.854904,51,2.888331
-1.891061,51,2.898021
-2.112849,51,2.907647
-2.03757,51,2.917282
-1.588974,51,2.926938
-1.954095,51,2.936544
-2.003005,51,2.946124
-1.421037,52,2.9559
-1.811617,51,2.965525
-2.040247,52,2.975316
-1.499769,52,2.985124
-1.822162,52,2.994902
-1.421283,51,3.004503
-1.702625,51,3.014068
-1.762867,51,3.023684
-1.726495,51,3.033261
-1.253897,52,3.043147
-2.107671,51,3.052753
-1.917436,51,3.062346
-1.364223,51,3.071934
-2.061002,51,3.081528
-1.788693,51,3.091119
-1.25134,51,3.100689
-1.649798,51,3.110281
-1.65656,51,3.119902
-1.36395,51,3.129476
-2.528477,51,3.139
-2.397162,51,3.178549
-1.903246,51,3.205716
-2.227653,51,3.229515
-1.623098,51,3.254652
-2.168918,51,3.286851
-1.253685,52,3.314626
-1.631841,51,3.340084
-2.03287,51,3.364905
-1.47319,51,3.391467
-1.600479,52,3.416999
-1.911213,51,3.445999
-1.431467,51,3.47664
-1.972199,51,3.504972
-2.136567,51,3.533852
-2.229595,51,3.562325
-1.914252,52,3.590629
-1.986459,52,3.617821
-1.485444,51,3.644759
-1.528683,51,3.672268
-2.077168,51,3.702213
-1.599148,51,3.732239
-1.387169,52,3.762366
-2.14978,51,3.797707
-1.741786,51,3.827884
-1.655981,51,3.859508
-1.823097,51,3.894411
-2.135529,51,3.92775
-1.759254,51,3.956757
-2.156698,51,3.985913
-1.53,51,4.018809
-1.457873,51,4.052916
-1.609653,51,4.081095
-1.725988,52,4.111351
-1.635283,52,4.142603
-1.583462,52,4.172366
-1.997052,51,4.200462
-1.746063,52,4.2312
-2.00291,51,4.262132
-1.369813,51,4.290534
-2.067887,51,4.319571
-1.935558,51,4.348014
-1.593581,51,4.380049
-1.820555,51,4.410487
-1.864494,51,4.440766
-2.511437,51,4.475647
-1.606532,51,4.505492
-1.465227,52,4.536281
-1.740962,51,4.566394
-1.693454,51,4.595195
-1.861126,52,4.62492
-1.524544,51,4.652327
-1.515284,51,4.683211
-1.643339,52,4.712345
-1.408541,51,4.74096
-1.479792,51,4.767752
-1.493597,51,4.796664
-1.635401,51,4.826918
-1.882177,52,4.858389
-2.18963,51,4.887049
-1.338151,52,4.916756
-1.755527,51,4.945941
-1.862726,51,4.975186
-1.710955,51,5.003268
-1.611375,51,5.032447
-1.512411,51,5.059388
-1.521697,51,5.089732
-1.497257,52,5.121222
-2.023852,51,5.15286
-1.895459,51,5.185096
-1.53834,51,5.214069
-1.784438,51,5.245647
-1.456233,51,5.278175
-1.989922,51,5.309215
-1.914687,51,5.33687
-1.798817,51,5.365361
-1.736563,51,5.39434
-1.668075,51,5.424306
-1.521873,51,5.456153
-1.85225,51,5.487414
-1.816964,52,5.518627
-1.422245,51,5.54748
-1.713972,51,5.576276
-1.503622,51,5.605777
-1.786728,51,5.637514
-1.497546,52,5.668649
-1.944449,51,5.700624
-1.594983,51,5.732469
-1.607572,51,5.75973
-1.935868,51,5.788606
-1.562256,51,5.820544
-1.289834,51,5.852807
-1.887374,51,5.88213
-1.675459,51,5.913392
-2.188202,51,5.945377
-1.854771,51,5.977342
-1.797911,51,6.006659
-1.407065,51,6.038124
