#{"t_start": 1789361210.700056, "env_id": "None"}
r,l,t
-5.02704,52,1.484836
-5.041949,51,1.606946
-5.020411,51,1.725529
-4.989051,51,1.843493
-5.042487,51,1.959931
-4.836123,51,2.101309
-5.067604,51,2.223256
-5.060903,51,2.341239
-4.984751,51,2.458462
-4.928661,51,2.581111
-4.862959,51,2.718368
-5.161422,51,2.83659
-4.881563,51,2.956435
-4.984755,51,3.080218
-5.140185,51,3.198949
-4.921026,51,3.335076
-5.071467,51,3.455511
-5.092512,51,3.577389
-4.831879,51,3.698372
-4.912049,51,3.826823
-4.894098,51,3.956447
-4.750955,51,4.111436
-4.59566,51,4.240033
-5.062987,51,4.359608
-5.371805,52,4.478522
-5.422683,52,4.604621
-5.039342,51,4.709348
-4.87,51,4.810153
-5.042436,51,4.910333
-5.044145,51,5.010836
-4.830913,51,5.11272
-4.68131,51,5.227105
-5.027317,51,5.334254
-5.072792,51,5.445966
-4.819015,51,5.558237
-4.673757,51,5.674595
-4.68,51,5.807208
-4.86,51,5.934012
-4.884945,51,6.055204
-4.984777,51,6.174081
-4.911447,51,6.287818
-4.916534,51,6.412516
-5.04797,51,6.530641
-4.915431,51,6.645092
-5.02149,52,6.76019
-5.120002,52,6.876526
-4.933044,51,7.002423
-4.80255,51,7.114145
-4.939388,51,7.226671
-4.798134,51,7.34119
-4.958484,51,7.455448
-5.071219,51,7.582993
-4.97,51,7.696194
-4.961007,51,7.820338
-4.64133,51,7.952433
-4.779387,51,8.065979
-4.847712,51,8.180266
-5.040808,52,8.32203
-4.738268,51,8.443043
-4.877414,51,8.564856
-5.108434,51,8.6856
-5.266937,52,8.821248
-4.730541,51,8.951239
-4.930305,51,9.087421
-4.822999,51,9.251979
-5.086157,51,9.403455
-5.017077,51,9.536096
-5.09,51,9.684333
-4.750124,51,9.824002
-4.96546,51,9.961211
-5.090438,51,10.100114
-4.780214,52,10.24328
-4.79768,51,10.400856
-5.125999,51,10.539145
-4.880635,51,10.676449
-4.781153,51,10.808681
-5.129029,51,10.944839
-4.888292,51,11.098607
-4.853656,51,11.244467
-5.035342,51,11.39064
-4.891465,51,11.539065
-5.064517,51,11.681757
-5.119259,51,11.833654
-4.935351,51,11.972661
-4.938661,51,12.110584
-4.991677,51,12.242077
-5.082961,51,12.383726
-5.010274,51,12.52324
-4.926468,51,12.676335
-4.947292,51,12.819279
-5.086368,52,12.957944
-4.991143,51,13.096509
-5.058463,51,13.229635
-4.769252,51,13.381685
-4.769731,51,13.517306
-4.833558,51,13.656038
-4.87,51,13.807502
-4.870157,51,13.944592
-5.107926,51,14.11849
-4.980489,52,14.336975
-5.031123,51,14.481451
-5.123286,51,14.61867
-4.867906,51,14.753926
-4.647976,51,14.90203
-4.767548,51,15.03009
-5.119013,51,15.163035
-4.994874,51,15.292328
-4.922788,51,15.428003
-4.708608,51,15.589162
-4.883858,51,15.737363
-5.14895,51,15.878463
-5.070876,51,16.023191
-4.503892,51,16.161771
-5.042476,51,16.293058
-4.978313,52,16.450743
-5.080811,51,16.589005
-4.98,51,16.734189
-5.071768,51,16.890757
-5.162543,51,17.035352
-5.080413,51,17.19185
-5.434203,51,17.33164
-4.996336,51,17.464691
-5.094171,51,17.599686
-5.155314,52,17.740036
-4.981568,51,17.896609
-4.88,51,18.037447
-4.937599,51,18.18738
-5.010281,51,18.328516
-5.042013,52,18.468744
-4.97323,51,18.627235
-5.1,51,18.762585
-4.921745,51,18.895456
-4.806258,51,19.032113
-5.300623,51,19.168952
-4.922623,51,19.343641
-4.933637,51,19.481092
-4.944735,51,19.621714
-4.989793,51,19.762671
-4.781141,51,19.900241
-4.861874,51,20.058345
-4.93028,51,20.198755
-4.616383,51,20.334861
-5.031372,52,20.475551
-5.462132,51,20.614129
-5.199607,51,20.774099
-4.943347,51,20.907786
-4.890182,51,21.040689
-4.845945,51,21.172917
-4.555704,51,21.314266
-5.108388,51,21.45927
-4.992289,51,21.620043
-5.06,51,21.764119
-4.977293,52,21.900004
-5.020403,51,22.037824
-5.06047,51,22.176519
-4.781824,52,22.34057
-4.97,51,22.486838
-5.158827,51,22.630151
-5.245679,51,22.76697
-5.217227,51,22.902733
-4.798431,51,23.05738
-5.071777,51,23.190687
-5.171754,51,23.323793
-5.32,51,23.458437
-4.825658,51,23.602423
-5.093704,51,23.77511
-4.50574,51,23.913616
-5.240994,52,24.050761
-4.912928,51,24.191268
-4.709331,51,24.334568
-4.816047,51,24.497404
-4.956549,51,24.638739
-4.850331,51,24.786923
-4.984917,51,24.927007
-4.88019,51,25.058323
-5.173917,52,25.211293
-4.805339,51,25.355588
-4.915846,52,25.490865
-5.313396,52,25.626312
-4.840627,52,25.779377
-5.204305,51,25.919165
-4.950619,51,26.052603
-4.913607,51,26.184406
-5.016432,51,26.317218
-5.301675,52,26.478474
-5.310075,51,26.623717
-4.870021,51,26.774478
-4.878083,51,26.922823
-4.930379,51,27.063759
-4.935892,51,27.199034
-4.86,51,27.358963
-4.868049,51,27.500006
-4.965223,51,27.636014
-4.918998,51,27.779057
-4.997692,51,27.923275
-4.910098,51,28.092394
-4.963738,51,28.232147
-5.291448,51,28.376049
-4.949867,51,28.517786
-4.990506,51,28.655377
-4.953682,52,28.817831
-4.923401,51,28.957327
-5.058703,51,29.093268
-4.991699,51,29.227559
-4.686921,52,29.375287
-5.197503,51,29.531722
-5.131387,51,29.666663
-4.896627,51,29.801036
-5.400407,51,29.937821
-4.803396,51,30.078789
-5.12,52,30.239839
-4.872846,52,30.386982
-4.642627,51,30.525836
-5.064216,51,30.669458
-5.070696,51,30.802628
-4.7553,51,30.951661
-4.97,52,31.085175
-4.982226,51,31.225961
-4.964998,51,31.362345
-4.633208,51,31.504212
-4.854782,51,31.660886
-4.872123,51,31.805839
-4.867519,51,31.951881
-4.980792,51,32.096817
-5.300725,51,32.2342
-5.210183,51,32.389007
-4.99985,51,32.526223
-5.202275,52,32.665203
-5.043867,52,32.799511
-5.087644,52,32.93374
-4.760422,51,33.087702
-5.091163,52,33.228413
-5.075,51,33.369659
-4.864565,51,33.5233
-5.075124,51,33.671241
-4.973118,51,33.832193
-5.08045,51,33.977265
-5.172598,51,34.117841
-5.10176,51,34.265674
-4.891392,51,34.412094
-4.717121,51,34.573379
-5.262045,52,34.71593
-5.192912,51,34.851372
-4.853057,51,34.984375
-4.870707,52,35.118105
-4.939576,51,35.273661
-4.986678,51,35.419897
-5.450482,52,35.558852
-5.090479,51,35.700809
-4.996434,51,35.845376
-5.154902,51,36.003841
-4.561399,51,36.137381
-5.194517,52,36.273104
-5.001575,51,36.4047
-5.101346,52,36.558034
-5.110531,51,36.694092
-4.738612,51,36.827013
-4.830599,51,36.965692
-4.920431,51,37.097572
-5.146606,51,37.236988
-5.090077,51,37.402534
-5.15765,52,37.551178
-5.123136,51,37.693557
-4.900423,51,37.828891
-4.732334,51,37.972433
-4.915252,51,38.128638
-5.034239,51,38.262989
-4.95,51,38.400301
-5.038631,51,38.542014
-4.781558,51,38.684445
-5.141866,51,38.851158
-4.738991,51,38.989984
-4.930598,51,39.124664
-5.100542,51,39.258423
-4.903525,52,39.398149
-4.632651,51,39.552921
-4.709962,51,39.696207
-5.063056,51,39.835599
-4.850022,51,39.971668
-4.94,52,40.113392
-4.874929,51,40.275701
-4.720523,51,40.422444
-5.104848,51,40.567713
-5.100517,51,40.706088
-4.867546,51,40.843357
-4.852529,51,41.005056
-4.972198,51,41.145987
-5.053098,51,41.281238
-5.131437,51,41.422331
-5.090741,51,41.560519
-4.976473,51,41.696698
-5.014635,51,41.848633
-5.199794,52,41.982998
-4.989588,51,42.121237
-4.675492,51,42.253326
-4.900061,51,42.388493
-5.04,51,42.541972
-5.151981,51,42.673785
-4.887804,51,42.815018
-4.903464,51,42.960954
-4.519077,51,43.10755
-5.036427,51,43.274142
-5.093795,51,43.422475
-5.18,52,43.572841
-5.043832,51,43.717462
-5.050079,51,43.866606
-4.863662,51,44.026217
-4.850067,51,44.165156
-5.143047,51,44.30767
-5.060238,51,44.442563
-5.08003,51,44.579987
-5.030729,51,44.743879
-5.020705,51,44.879459
-4.759139,51,45.014067
-5.046525,51,45.149751
-5.08397,52,45.296397
-4.750091,51,45.467052
-5.223472,52,45.609037
-5.134107,51,45.74763
-4.840067,52,45.885323
-5.096395,51,46.035161
-4.964418,51,46.193429
-4.523856,51,46.33068
-4.999566,51,46.474791
-5.10573,51,46.610004
-4.872756,51,46.745366
-5.121312,51,46.898573
-4.961369,51,47.033986
-4.865205,51,47.167814
-4.982178,51,47.301139
-4.837555,51,47.433011
-5.099821,51,47.564819
-5.128404,51,47.718114
-5.083222,51,47.85112
-5.11,51,47.984152
-5.060498,51,48.115096
-4.952342,51,48.247089
-5.191445,51,48.403929
-5.279076,51,48.554232
-4.845498,51,48.710704
-5.195007,52,48.862868
-4.917591,51,49.019249
-4.914627,51,49.181155
-5.0234,52,49.316236
-5.021085,51,49.452386
-4.912029,51,49.594456
-4.674502,51,49.735541
-5.170613,51,49.890986
-5.17554,52,50.025784
-5.007732,51,50.160441
-4.815873,51,50.291819
-4.830486,51,50.425352
-4.85,51,50.590511
-5.050647,52,50.733777
-5.312362,52,50.878707
-4.880898,51,51.015071
-4.591444,51,51.16037
-5.145767,52,51.315602
-4.79083,51,51.456694
-4.781624,51,51.593012
-4.823384,52,51.731667
-4.712196,51,51.88846
-4.757399,51,52.027074
-4.822753,51,52.161794
-4.814305,51,52.294676
-4.520584,51,52.44135
-4.846049,52,52.599243
-5.112997,52,52.732287
-5.105666,51,52.864615
-5.116867,51,52.998519
-4.934996,51,53.132176
-4.824119,51,53.291796
-4.764769,51,53.439663
-5.039186,51,53.588169
-4.986431,51,53.732644
-4.683374,51,53.876671
-4.952388,51,54.01451
-5.301574,52,54.172414
-5.014518,51,54.312376
-4.933728,51,54.45377
-4.938064,51,54.595102
-4.999414,51,54.744489
-4.844146,51,54.903556
-4.790336,51,55.040548
-4.90193,51,55.185669
-5.000784,51,55.321795
-5.047877,52,55.456322
-5.121965,51,55.617789
-5.198563,51,55.760025
-4.930428,52,55.899358
-4.84475,51,56.036129
-4.952718,52,56.194922
-4.674802,51,56.334226
-5.018271,51,56.467761
-4.68,51,56.612348
-4.919026,51,56.749538
-4.888735,51,56.888505
-5.130151,52,57.039389
-4.982231,51,57.177177
-4.67315,51,57.328962
-4.814405,51,57.462641
-4.974561,51,57.594246
-5.050043,51,57.743863
-4.990284,51,57.888055
-5.014698,52,58.023671
-4.95,51,58.157085
-5.04631,51,58.293351
-5.041807,52,58.444922
-5.026075,51,58.577651
-5.031608,51,58.707133
-4.99884,51,58.8427
-4.772753,51,58.980697
-5.332152,51,59.14156
-4.954583,51,59.280273
-4.987138,51,59.437056
-4.763813,51,59.590345
-4.880946,51,59.737078
-4.841439,51,59.896721
-4.823242,51,60.031662
-5.184452,51,60.166747
-4.704361,51,60.303587
-5.018698,51,60.440884
-5.370037,52,60.597638
-4.967703,51,60.73313
-4.880215,51,60.865711
-5.075659,52,61.01164
-4.815174,51,61.155589
-5.117267,51,61.32241
-4.983206,52,61.472188
-5.074482,51,61.607694
-5.040949,51,61.743724
-4.77887,51,61.883684
-4.824821,51,62.04308
-5.138006,51,62.179606
-4.956189,51,62.316493
-5.123846,51,62.453617
-4.723332,51,62.592005
-5.076024,51,62.75077
-5.109788,52,62.895421
-5.09101,52,63.046303
-4.843696,51,63.179336
-4.935743,51,63.315732
-4.965172,51,63.4673
-4.734002,51,63.604332
-4.963949,51,63.760512
-4.920441,51,63.913273
-4.840022,51,64.058208
-5.066381,51,64.214791
-4.857187,51,64.354217
-5.384444,51,64.488836
-4.923128,51,64.62616
-5.097252,51,64.758115
-4.414586,51,64.894917
-4.785177,52,65.065233
-4.878984,51,65.237252
-4.883674,51,65.402022
-5.0,52,65.611186
-4.773631,51,65.763105
-4.708596,51,65.899336
-4.865282,51,66.032564
-4.793557,51,66.16645
-5.139624,51,66.297427
-4.69338,51,66.428893
-5.03565,51,66.576512
-5.153346,52,66.710436
-4.984169,51,66.841192
-5.002669,51,66.969367
-4.934765,51,67.103878
-4.541099,51,67.256173
-4.960959,51,67.390244
-4.71,51,67.526284
-5.308724,51,67.665511
-4.914465,51,67.802382
-4.911444,51,67.958689
-5.187024,51,68.093743
-4.983312,52,68.236539
-5.027945,51,68.371338
