#{"t_start": 1789354599.1539578, "env_id": "None"}
r,l,t
-7.37,52,2.057695
-6.770437,51,2.173876
-6.784992,51,2.276158
-6.483655,51,2.405718
-7.01,51,2.60307
-6.394628,51,2.754469
-6.836521,51,2.900691
-7.253921,51,3.029092
-7.254451,51,3.451518
-7.021729,51,3.81636
-6.656083,51,4.071041
-6.78,51,4.344992
-6.623754,51,4.541349
-6.958056,51,4.730354
-6.210365,51,4.93801
-6.445625,51,5.191174
-6.621633,51,5.532119
-7.016987,51,6.06246
-6.42,51,6.306908
-6.272472,51,6.457786
-6.887932,51,6.624541
-6.68,51,6.792817
-6.653015,51,7.147255
-7.114527,51,7.445072
-7.11,52,7.628778
-6.98685,52,7.7712
-6.829336,51,7.963876
-7.489558,51,8.120072
-6.974339,51,8.259679
-6.58,51,8.415035
-6.957717,51,8.552201
-6.92,51,8.737305
-6.182468,51,8.898242
-6.830188,51,9.051796
-6.57,51,9.255433
-6.520449,51,9.45575
-6.71,51,9.749257
-6.568127,51,9.929835
-6.278094,51,10.102862
-6.640076,51,10.265312
-6.642019,51,11.253915
-6.630128,51,11.398366
-6.844184,51,11.539428
-6.635726,51,11.685169
-7.099941,52,11.890457
-6.95,52,12.083318
-7.364477,51,12.220433
-7.051507,51,12.385247
-6.772335,51,12.538284
-6.690004,51,12.673126
-6.860608,51,12.811254
-6.77,51,12.939062
-7.19,51,13.075875
-6.670335,51,13.221567
-7.11,51,13.34735
-6.783058,51,13.472205
-6.590269,51,13.62234
-7.231599,52,13.753105
-6.951827,51,13.898049
-6.910182,51,14.074428
-6.645268,51,14.242935
-7.2,52,14.417899
-6.556389,51,14.567838
-6.611221,51,14.706298
-6.821054,51,14.846366
-6.992498,51,14.997589
-7.061638,51,15.153839
-6.699046,51,15.296985
-6.665872,51,15.419832
-7.257164,51,15.539934
-7.252263,51,15.663657
-7.162409,52,15.775864
-7.21,51,15.934273
-7.39736,51,16.173013
-7.38965,51,16.331096
-6.665693,51,16.480536
-6.499983,51,16.648217
-6.546463,51,16.806718
-7.020135,51,16.917217
-6.840036,51,17.044322
-7.019896,51,17.731015
-6.941061,51,17.863214
-6.692206,51,18.001571
-6.946212,51,18.120004
-6.759898,51,18.24055
-6.880929,51,18.344936
-6.730822,51,18.452864
-6.590313,51,18.56931
-6.58546,51,18.670852
-6.765539,51,18.796315
-7.181426,52,18.951203
-6.290008,51,19.078195
-6.833752,51,19.215186
-6.354492,51,19.349241
-6.7139,51,19.46349
-6.71,51,19.563362
-6.692267,51,19.676793
-6.580044,51,19.793345
-7.327027,51,19.906171
-6.812738,52,20.032214
-6.816162,51,20.152647
-6.74,51,20.269263
-6.240478,51,20.392921
-6.936179,51,20.533056
-7.09,51,20.673448
-6.827286,51,20.789087
-6.652859,51,20.900246
-6.650199,51,21.006082
-6.700035,51,21.122337
-6.532017,51,21.239193
-6.830835,51,21.405262
-7.125777,51,21.546261
-6.942521,51,21.684639
-6.943551,51,21.822089
-6.991609,52,21.957087
-6.84,51,22.09332
-6.77199,51,22.238639
-6.476441,51,22.392923
-6.980003,51,22.5219
-6.736407,51,22.649652
-6.01,51,23.563592
-7.01,51,23.713671
-6.279107,51,23.840562
-6.52,52,24.005677
-6.840497,51,24.13018
-7.230161,51,24.233183
-6.656813,51,24.3339
-6.769276,51,24.448071
-6.957115,52,24.569898
-6.620079,51,24.688665
-6.567157,51,25.251907
-6.641879,51,25.392799
-7.05,51,25.565893
-6.92452,51,25.711165
-6.341817,51,25.873683
-6.229404,51,25.990779
-7.02,51,26.118802
-7.081542,51,26.272496
-7.150073,51,26.404102
-6.907682,51,26.538352
-6.302756,51,26.667934
-6.511511,51,26.779763
-6.811772,52,26.992708
-6.470694,51,27.129386
-6.639587,51,27.309046
-6.370021,51,27.617402
-6.83,51,27.81936
-6.929017,51,28.203109
-6.224449,51,28.978778
-7.183133,51,29.218877
-7.010716,51,29.469372
-6.966098,51,29.685273
-7.122199,52,29.87071
-6.95,51,30.034413
-6.791829,51,30.26987
-6.780687,52,30.522178
-6.963219,51,30.731956
-6.990415,51,30.958137
-7.087934,51,31.124172
-6.410905,51,31.277589
-6.644569,51,32.637242
-7.064219,51,32.816297
-7.335185,51,32.956676
-7.233263,51,33.073382
-6.777817,51,33.240583
-6.686132,51,33.419005
-6.481159,51,33.586422
-6.655499,52,33.738901
-6.077477,51,33.928778
-6.615141,51,34.098267
-6.766553,51,34.357195
-6.809482,51,34.582985
-6.97,51,34.790801
-6.53,51,34.990384
-6.450292,51,35.26195
-6.920915,52,35.565374
-6.88809,51,35.761659
-6.87,52,36.095532
-6.967289,52,36.484395
-7.264613,52,36.681633
-6.613634,51,36.836796
-7.24,51,37.023645
-7.200122,51,37.226208
-6.720946,51,37.364268
-6.521606,52,37.484886
-6.490001,51,37.6161
-6.353577,51,37.755002
-6.694483,51,37.902516
-6.936981,51,38.027259
-6.950003,51,38.225601
-6.34,51,38.401384
-6.656127,51,38.545533
-6.31,51,38.681904
-7.000506,51,38.808601
-7.31,51,38.944287
-7.177092,51,39.129067
-7.130081,51,39.406186
-6.785305,51,39.556143
-6.664318,51,39.703042
-6.928236,51,39.851948
-7.057299,52,40.909853
-6.458882,51,41.05947
-6.36,51,41.211305
-6.803572,51,41.322797
-6.91,52,41.44581
-6.61,51,41.565059
-7.06,51,41.676292
-6.524379,51,41.795679
-6.84,51,41.918337
-6.967595,51,42.043447
-7.04,52,42.155161
-6.751277,52,42.260243
-6.75,51,42.369362
-6.395216,51,42.493773
-6.905795,51,42.620168
-6.659761,51,42.748319
-5.99,52,42.926192
-7.102179,51,43.070231
-6.250267,51,43.183947
-6.885909,51,43.293341
-6.62,51,43.404179
-6.850183,51,43.505097
-5.894289,51,43.600034
-6.8,51,43.694281
-6.456235,51,43.789693
-6.920132,51,43.882761
-6.888659,51,43.982378
-6.5665,52,44.078418
-7.234009,52,44.177249
-7.303643,52,44.273264
-6.785683,51,44.381226
-6.805119,52,44.492931
-7.050283,51,44.596047
-7.240056,51,44.701326
-6.73674,51,44.809071
-6.913692,51,44.98709
-6.63,51,45.389362
-6.772891,51,45.553269
-6.666408,51,45.696591
-6.84,51,45.811562
-6.720002,51,46.485335
-6.921609,52,46.607632
-6.41551,51,46.737141
-6.341292,51,46.884177
-7.116144,52,47.003643
-6.65931,51,47.150511
-6.465214,51,47.277206
-6.700307,52,47.425553
-6.116768,51,47.549252
-6.83,51,47.68908
-6.764517,51,47.826343
-6.876038,51,47.950357
-6.73038,52,48.087016
-6.71,51,48.206508
-7.013621,52,48.32809
-6.518557,51,48.448162
-6.527349,51,48.572269
-6.671202,51,48.682822
-6.460007,51,48.811073
-6.278319,51,48.924907
-6.33129,51,49.044533
-6.852862,52,49.247514
-6.613678,51,49.371306
-6.28,51,49.526392
-6.96,51,49.668161
-6.402304,51,49.798819
-6.717095,51,49.923774
-6.512481,51,50.100355
-6.549002,51,50.259373
-6.545887,51,50.39882
-7.05,51,50.516722
-6.780765,51,50.630215
-6.833847,51,50.741551
-6.583302,51,50.855278
-6.288855,52,50.983602
-6.950596,51,51.128946
-6.747872,51,51.283386
-7.18,51,51.410938
-6.900421,51,51.544671
-6.792169,52,51.672844
-5.932111,51,52.387516
-6.492725,51,52.515847
-6.42,51,52.643461
-6.861084,51,52.778053
-6.886769,51,52.930061
-7.33,51,53.076404
-6.555224,51,53.237398
-6.41,51,53.410169
-6.602385,51,53.564156
-6.66,51,53.732546
-6.850672,51,53.91395
-6.94,51,54.07104
-6.871091,52,54.228929
-6.776581,51,54.380038
-6.762875,51,54.586433
-6.551463,51,54.756707
-6.204061,51,54.919263
-6.490412,51,55.054654
-6.35,51,55.189928
-6.880231,51,55.366524
-6.550684,51,55.510204
-6.651683,51,55.651398
-6.581724,51,55.83729
-6.39233,52,56.010397
-7.09562,51,56.162583
-6.823968,51,56.321213
-6.916184,51,56.450423
-6.602768,51,56.579308
-7.48,51,56.700926
-6.593046,51,56.829109
-6.722393,51,56.944383
-6.484394,51,57.061059
-6.310001,51,57.18984
-6.434621,51,57.336694
-6.606007,51,57.463362
-6.31,52,57.592153
-6.899711,51,57.717002
-6.90162,52,57.850051
-6.38,51,57.98567
-6.71,52,58.119571
-6.576119,51,58.873407
-6.220107,51,59.009679
-6.751337,51,59.132936
-6.446354,51,59.244664
-6.361368,51,59.349676
-6.461962,51,59.453503
-6.59763,51,59.57013
-6.683056,51,59.687464
-6.26,51,59.8056
-6.579427,51,59.922235
-6.510273,51,60.038442
-6.613621,51,60.154677
-6.173945,51,60.2702
-6.385594,51,60.38673
-6.491606,51,60.506008
-6.546311,51,60.619837
-6.571722,51,60.739229
-6.23,51,60.886358
-6.56,51,61.00471
-6.2333,51,61.120749
-6.474416,52,61.225817
-6.587982,51,61.345951
-6.437336,51,61.462178
-6.660912,52,61.580303
-6.54,51,61.684992
-6.430351,51,61.792679
-6.480248,51,61.899987
-6.37636,51,61.998548
-5.882196,52,62.116529
-6.228045,51,62.326514
-7.236286,51,62.525003
-6.62,51,62.640735
-7.181273,51,62.752862
-6.88,52,62.865191
-6.89,52,62.977181
-5.980195,51,63.091238
-6.427361,51,63.20181
-6.692914,52,63.316022
-6.481847,51,63.431521
-6.690973,51,63.545307
-6.736644,52,64.253669
-6.620002,51,64.388544
-6.400207,51,64.517252
-6.525803,51,64.636737
-6.70978,51,64.78833
-6.502058,51,65.34216
-6.818069,52,65.708377
-7.1718,52,65.843766
-6.099307,51,65.97295
-6.5,51,66.134397
-6.437261,51,66.266352
-6.964026,51,66.399004
-6.771505,51,66.519516
-6.381289,51,66.634784
-6.771445,51,66.760954
-6.803568,51,66.922386
-6.2,51,67.072976
-6.719145,52,67.219651
-6.511516,51,67.350534
-7.072414,51,67.473237
-6.46004,51,67.611141
-6.66,51,67.739109
-6.656147,51,67.912722
-6.502426,51,68.103541
-6.513885,51,68.277752
-6.400808,51,68.491753
-6.763329,52,68.668959
-6.1,51,68.872189
-6.59,51,69.039426
-6.230081,52,69.188506
-6.612437,51,69.361602
-6.603614,52,69.508424
-6.07,51,69.646579
-6.407289,51,69.768633
-6.765722,51,69.922371
-6.96,51,70.0713
-6.535585,51,70.217201
-6.575383,52,70.356724
-6.530966,51,70.490962
-6.413076,51,70.621028
-6.76034,51,71.376809
-6.463483,51,71.497774
-6.345695,51,71.61196
-6.55,51,71.737114
-6.951662,52,71.85881
-6.943757,51,72.006375
-6.553018,51,72.132564
-6.165879,52,72.248347
-6.660226,51,72.396616
-7.050011,51,72.542642
-6.372203,51,72.679796
-5.749879,51,72.814037
-6.674886,51,72.943382
-6.677415,51,73.065793
-6.654119,51,73.194066
-6.694255,51,73.334192
-6.735241,51,73.50504
-6.630254,51,73.651665
-6.58,51,73.811622
-6.103372,51,74.159853
-6.47,51,74.376448
-6.571042,51,74.573456
-6.67,52,74.778565
-6.540051,51,75.005021
-6.10587,51,75.249469
-6.57,52,75.517082
-6.93,51,75.748913
-6.862977,51,75.950683
-6.655304,52,76.111423
-7.102477,51,76.320285
-6.494493,51,76.467764
-6.73,51,76.626507
-6.633375,51,76.777088
-6.89,51,76.925616
-7.048564,51,77.07712
-6.698392,51,77.27523
-6.34,51,77.417916
-6.4,51,77.565883
-6.460104,52,77.689402
-6.872672,52,77.826659
-6.727383,51,78.545704
-6.68645,51,78.669146
-5.899939,51,78.795388
-6.472294,51,78.934265
-6.930302,51,79.057985
-6.864487,51,79.190103
-6.412411,51,79.310201
-6.800017,51,79.426011
-6.622437,51,79.536956
-6.811845,51,79.657025
-6.710052,51,79.776667
-7.037901,51,79.889373
-6.28081,51,79.99782
-6.280145,52,80.119955
-6.801999,51,80.242045
-6.813298,51,80.357212
-6.88002,52,80.477725
-6.170621,51,80.598475
-6.644351,51,80.726971
-7.121637,51,80.85701
-6.905753,51,80.965153
-6.425074,51,81.073711
-6.700216,51,81.191363
-6.111415,51,81.316909
-6.897209,52,81.443174
-6.295082,51,81.556427
-6.79,51,81.670511
-6.282056,51,81.801419
-6.456808,51,81.922433
-6.650452,51,82.039676
-6.29249,51,82.169116
-6.552434,51,82.29101
-7.090037,51,82.409171
-6.531572,51,82.515463
-6.630179,51,82.619993
-6.281333,52,82.730147
-6.578469,51,82.839555
-7.225265,51,82.94789
-6.548128,51,83.054045
-6.450739,51,83.162106
-6.811684,52,83.779622
-6.760889,51,83.895497
-6.16,51,84.00744
-6.426198,52,84.114255
-5.870234,51,84.232809
-6.220004,51,84.353816
-6.620958,51,84.471863
-6.532327,51,84.584661
-6.97,51,84.684031
-6.443025,51,84.792087
-6.268142,51,84.890649
-6.508207,51,84.989971
-6.174796,51,85.426799
-6.243101,51,85.564635
-6.666321,51,85.669105
-6.515907,52,85.770147
-6.1,51,85.874301
-6.650814,52,85.973437
-6.895726,51,86.074308
-6.81,51,86.181849
-6.484987,51,86.28972
-6.77035,51,86.443843
-6.77,51,86.565459
-6.914034,52,86.681981
-6.440584,51,86.787104
-7.023685,51,86.906052
-6.024609,51,87.020382
-6.556735,51,87.135848
-6.95,52,87.2539
-6.551366,51,87.367409
-6.187626,51,87.484983
-6.747015,51,87.598825
-6.703253,51,87.717563
-6.63,51,87.831442
-6.705511,51,87.953374
-6.271836,51,88.070012
-6.52,52,88.194894
-6.510408,51,88.31443
-6.564686,51,88.428631
-6.272883,51,88.566492
-6.80079,51,89.356202
-6.42763,51,89.478677
-6.126071,51,89.594913
-6.030444,51,89.711434
-6.508683,51,89.822255
-6.56,51,89.938481
-6.65,51,90.045221
-6.635619,51,90.153189
-7.036062,51,90.256148
-6.144422,51,90.357161
-6.530845,51,90.461416
-6.511238,51,90.566964
-6.480004,51,90.666596
-6.89,51,90.767659
-6.674602,51,90.866827
-6.226396,51,90.967431
-6.430516,51,91.06931
-6.703464,51,91.171236
-6.226907,51,91.277221
-6.06,51,91.386974
-6.594046,51,91.487379
-6.747136,51,91.589507
-6.4,51,91.691012
-6.26,51,91.79284
-5.839453,51,91.893893
-5.720548,51,91.99014
-7.080281,51,92.090658
-6.456637,51,92.199828
-5.890652,51,92.32015
-6.742906,51,92.445171
-6.800189,51,92.569154
-6.119679,51,92.705148
-6.30257,51,92.847271
-6.12,51,92.974891
-6.259158,52,93.141158
-6.462488,51,93.298028
-6.208402,51,93.451588
-6.750153,52,93.594349
-6.842765,51,93.752037
-6.436253,51,93.909561
-6.260262,51,94.665879
-6.386438,51,94.805418
-6.46895,51,94.93451
-5.995173,51,95.084667
-6.17,51,95.248405
-6.664315,51,95.393729
-6.19128,51,95.548095
-6.87,51,95.70054
-6.16,51,95.857945
-5.980146,51,96.038551
-6.168064,51,96.176677
-6.97,51,96.304743
-6.934739,52,96.436188
-6.440038,51,96.565115
-6.725071,51,96.691993
-6.496073,51,96.811094
-6.710001,51,96.926297
-6.017399,51,97.051847
-6.072343,51,97.17249
-6.585656,51,97.293533
-6.241464,51,97.414293
-6.487585,52,97.530902
-6.924777,52,97.646305
-6.118259,51,97.762677
-6.595037,52,97.878287
-6.631499,51,97.99187
-6.78,51,98.110798
-6.064439,51,98.224597
-6.701302,51,98.356043
-6.426804,51,98.475672
-6.571868,51,98.594632
-6.976438,51,98.730669
-6.24597,51,98.841898
-6.46,51,98.973934
-6.91071,51,99.108225
-6.481197,51,99.221396
-6.77,51,99.346727
-7.006974,51,99.472589
-5.815082,51,99.586969
-6.89,51,99.698004
-7.042419,51,100.373103
-6.161291,51,100.496574
-6.281375,51,100.602396
-6.373337,51,100.708374
-6.361248,51,100.860728
-6.361665,51,101.011272
-6.417082,52,101.158565
-6.603777,51,101.268477
-6.680997,51,101.383559
-6.400932,51,101.492795
-5.907588,51,101.601016
-6.510766,52,101.709808
-6.112467,51,101.848144
-6.330025,51,101.971422
-6.850021,51,102.094227
-6.25,52,102.219174
-6.650292,51,102.335169
-6.783741,51,102.481263
-6.59,51,102.604421
-6.279073,51,102.71567
-6.310888,51,102.837978
-6.200526,51,102.956136
-6.499777,51,103.095955
-6.637814,52,103.231511
-6.117535,51,103.352181
