#{"t_start": 1789348893.707368, "env_id": "None"}
r,l,t
-1.655806,51,1.157925
-2.102037,51,1.17775
-1.739521,51,1.196098
-1.475297,51,1.213595
-1.357901,51,1.231888
-1.6631,52,1.250246
-1.562836,51,1.268123
-2.30608,51,1.28589
-1.973931,52,1.304965
-1.783893,52,1.322403
-1.570843,51,1.340247
-1.574156,51,1.358272
-1.908476,51,1.377893
-1.525442,51,1.396601
-1.461654,51,1.414507
-1.867353,51,1.431875
-1.873655,51,1.450636
-1.737672,51,1.469161
-2.102721,51,1.487447
-1.725127,51,1.506114
-1.385651,51,1.523711
-1.423881,51,1.541092
-1.850482,51,1.560324
-1.93748,51,1.578524
-1.641453,51,1.596529
-1.733315,51,1.614553
-1.981437,51,1.632654
-1.726393,51,1.650927
-2.226831,52,1.669005
-1.634824,51,1.686608
-2.135982,52,1.704843
-1.892174,51,1.722486
-1.242496,51,1.740975
-2.197254,51,1.76018
-1.729792,52,1.780926
-1.248393,51,1.8027
-1.565736,51,1.821464
-1.567814,51,1.839875
-1.620944,51,1.857166
-1.541172,51,1.874728
-2.723363,51,2.162553
-1.305186,51,2.181038
-1.965285,51,2.199092
-1.451865,51,2.217231
-2.055173,51,2.235002
-1.420092,51,2.252493
-1.489074,51,2.271151
-1.506785,51,2.289224
-1.605879,52,2.307563
-1.792651,51,2.325689
-1.474059,51,2.344699
-1.560001,51,2.362756
-1.746706,51,2.380745
-1.773375,51,2.398326
-1.810081,51,2.415977
-1.900435,51,2.434259
-2.035659,51,2.451814
-2.015722,52,2.471069
-1.664816,52,2.488994
-1.595426,51,2.505788
-1.812577,51,2.52298
-1.74218,52,2.540347
-1.527332,51,2.557111
-1.961317,52,2.574957
-1.477692,52,2.591753
-1.901026,51,2.608314
-1.498972,51,2.624839
-1.901276,51,2.641356
-2.524171,51,2.658141
-2.507691,51,2.6752
-1.458933,51,2.691909
-1.573519,51,2.708272
-1.588229,51,2.72491
-1.701652,51,2.741603
-1.962125,51,2.758852
-1.585447,52,2.775923
-1.804802,51,2.793917
-1.811097,52,2.81174
-1.954553,51,2.828242
-1.896659,51,2.845419
-1.951218,51,3.056056
-2.137758,51,3.07424
-2.128868,51,3.09181
-1.787736,51,3.110574
-1.666187,51,3.129072
-1.553936,51,3.147571
-1.792895,51,3.165318
-1.64573,51,3.182454
-1.845233,51,3.199434
-1.747666,51,3.216429
-1.725839,51,3.233154
-2.009896,51,3.25152
-1.619655,51,3.26894
-1.361776,51,3.286018
-1.860572,51,3.303656
-2.495599,51,3.321434
-1.463041,51,3.338516
-1.599829,52,3.356479
-1.566764,51,3.373902
-2.052207,51,3.392163
-1.5163,51,3.410814
-1.782249,51,3.428361
-1.32333,51,3.446489
-1.479459,52,3.464389
-1.808224,51,3.481905
-1.68016,52,3.499448
-1.834294,51,3.516567
-2.300585,51,3.534167
-1.353515,52,3.552292
-1.354764,51,3.569732
-1.807769,51,3.587645
-1.661088,51,3.778678
-1.496064,51,3.862201
-1.590371,51,3.88803
-1.792125,51,3.907861
-2.043973,51,3.930482
-2.018018,51,3.950644
-1.773828,51,3.969946
-1.556758,52,3.987801
-1.867365,51,4.005138
-1.244018,51,4.212686
-1.841075,51,4.229469
-1.575146,51,4.247273
-1.434394,51,4.264066
-1.838032,51,4.281549
-2.212174,51,4.298811
-1.434804,51,4.316302
-1.42561,51,4.33458
-1.941456,51,4.351126
-1.422682,51,4.368146
-1.243186,51,4.38516
-1.913141,51,4.402352
-2.024878,51,4.419292
-2.10372,51,4.437378
-1.651742,51,4.454732
-1.669143,51,4.472362
-2.136396,51,4.489364
-1.893927,51,4.506963
-1.682956,51,4.524537
-1.801363,51,4.542547
-1.693146,52,4.561414
-1.833398,51,4.578329
-1.307656,51,4.595698
-1.471353,51,4.613335
-1.69146,51,4.631096
-1.977389,51,4.649002
-1.384323,51,4.667008
-1.711733,52,4.684522
-2.209132,51,4.701662
-2.524224,51,4.718092
-1.875387,52,4.735889
-1.621983,51,4.752956
-1.830911,52,4.771026
-1.710254,51,4.788277
-1.5934,51,4.806154
-1.627268,51,4.824115
-1.869088,51,4.840814
-1.534777,51,4.857132
