#{"t_start": 1789364429.497877, "env_id": "None"}
r,l,t
-1.323881,52,1.180231
-1.97226,51,1.206789
-1.559834,51,1.232319
-1.585654,51,1.257815
-2.21937,51,1.284818
-2.044866,51,1.310564
-1.971636,51,1.336156
-1.913459,51,1.362014
-1.688114,51,1.387229
-1.625907,52,1.414463
-1.302878,52,1.440783
-1.728385,51,1.466025
-1.7731,51,1.492007
-1.895912,51,1.520045
-1.659849,51,1.547118
-1.736949,51,1.571354
-1.540273,51,1.59677
-1.339753,51,1.622948
-1.518886,51,1.648282
-1.708659,52,1.674158
-1.45031,51,1.699965
-1.359618,52,1.725629
-1.910893,51,1.752031
-1.611943,52,1.779078
-1.869449,51,1.805891
-1.582094,51,1.833449
-1.828112,51,1.860129
-1.950393,51,1.886836
-1.686454,51,1.912734
-1.793664,51,1.937954
-1.869846,51,1.963848
-1.737457,51,1.989141
-1.698825,51,2.014654
-2.334287,51,2.039865
-2.048846,51,2.064869
-1.861684,51,2.090204
-2.027153,51,2.11564
-1.598848,51,2.141001
-2.092818,51,2.166242
-1.546422,51,2.191033
-1.405342,51,2.457082
-2.313291,52,2.48312
-1.589144,51,2.508202
-1.580118,51,2.533303
-2.065758,51,2.557508
-1.943633,51,2.582604
-1.737953,51,2.607797
-1.972289,51,2.632939
-1.812162,51,2.658376
-1.96795,51,2.684482
-1.500001,51,2.709697
-1.4325,51,2.736198
-2.039548,51,2.7626
-1.454475,51,2.789081
-1.659683,51,2.815592
-1.793869,51,2.842713
-1.680486,51,2.868513
-2.007039,52,2.897143
-1.720359,51,2.929829
-1.607683,51,2.958993
-1.917968,51,2.984629
-1.559353,51,3.012173
-1.57113,51,3.039529
-1.363316,51,3.067913
-1.919547,51,3.095397
-1.865573,51,3.123181
-2.022735,51,3.152625
-1.86788,51,3.180049
-1.504499,52,3.208684
-1.825227,52,3.237035
-2.514965,51,3.264513
-1.561316,51,3.294806
-2.182412,51,3.331806
-2.046916,51,3.358995
-1.654355,51,3.389736
-1.687259,51,3.417189
-1.613746,51,3.445395
-2.142736,51,3.472849
-1.843931,51,3.50015
-2.09585,51,3.527636
-1.977612,51,3.76586
-1.577958,51,3.792755
-1.768567,51,3.819545
-1.555884,51,3.845082
-1.868121,51,3.869863
-1.853795,51,3.899173
-1.463424,51,3.924907
-1.731449,51,3.948852
-2.143951,51,3.974128
-1.621282,52,3.999857
-1.249049,51,4.025151
-1.958472,51,4.049979
-2.011245,51,4.074026
-2.006485,52,4.099713
-2.016299,52,4.125225
-1.809763,51,4.150478
-1.388804,51,4.174591
-2.159881,51,4.199885
-1.736726,51,4.225267
-1.941376,51,4.249902
-1.572641,51,4.274596
-1.670844,51,4.300696
-2.146868,51,4.326347
-1.585956,51,4.350669
-2.317222,51,4.375842
-1.74544,52,4.403245
-1.44843,52,4.429442
-1.838255,51,4.456243
-1.366204,51,4.483467
-1.623862,51,4.50921
-1.582958,51,4.536299
-1.515157,51,4.56193
-2.027425,51,4.589113
-2.190047,51,4.614398
-2.264033,51,4.639889
-2.031549,51,4.663842
-1.828466,51,4.689144
-1.431163,51,4.715696
-1.724761,51,4.740088
-1.979302,52,4.766887
-2.382881,51,4.986775
-1.672643,51,5.012184
-1.944234,51,5.0375
-1.828177,51,5.062816
-1.771732,51,5.088071
-2.166287,51,5.113235
-2.04534,52,5.138907
-1.715744,51,5.162808
-1.773196,51,5.188274
-1.556957,52,5.213712
-1.96012,51,5.240538
-1.535088,51,5.265923
-1.38614,51,5.292663
-1.911258,51,5.31791
-1.835064,52,5.346245
-1.759224,52,5.372669
-1.612914,51,5.399189
-2.078767,51,5.425925
-2.188291,51,5.45705
-1.910258,51,5.48503
-1.519135,52,5.512782
-1.815224,51,5.540469
-1.774153,52,5.566349
-1.82981,51,5.591196
-1.650094,51,5.61626
-1.781314,51,5.641869
-1.478717,51,5.667418
-2.211248,51,5.691603
-2.103144,51,5.716723
-2.033914,51,5.740754
-1.836315,51,5.765961
-1.26294,52,5.79391
-1.484441,51,5.820822
-2.010199,52,5.846908
-2.063945,51,5.871193
-1.565864,51,5.896467
-1.382155,52,5.921605
-1.476581,51,5.946339
-1.800217,51,5.97181
-1.689489,51,5.997105
-1.86876,51,6.221115
-1.596719,52,6.246966
-1.959038,52,6.271609
-1.544911,51,6.296921
-1.878949,51,6.322698
-1.326403,51,6.346694
-1.43327,51,6.371961
-1.794077,51,6.395741
-1.723841,51,6.42086
-1.369282,51,6.444984
-1.80106,51,6.470512
-1.948717,51,6.496833
-1.725984,51,6.522355
-2.247782,51,6.548967
-1.634128,51,6.577366
-1.599765,52,6.603847
-1.802606,51,6.62873
-1.69391,51,6.654699
-2.006779,51,6.68081
-1.770935,51,6.706308
-1.293764,51,6.730722
-1.440915,51,6.754795
-1.821328,51,6.780824
-1.707084,51,6.806163
-1.535845,51,6.830543
-1.925445,51,6.855058
-1.961505,51,6.879667
-1.640605,51,6.904391
-1.360778,52,6.929663
-1.948854,51,6.953816
-1.873245,52,6.978988
-1.631806,51,7.003238
-1.268952,51,7.025077
-1.543918,51,7.046771
-1.223845,52,7.068785
-1.360731,51,7.090349
-1.911571,51,7.111852
-1.446895,51,7.133356
-1.700773,51,7.154881
-1.562833,51,7.176406
-1.664395,51,7.369697
-1.936382,51,7.391428
-1.653653,51,7.414446
-1.657324,51,7.438817
-1.422867,52,7.46114
-1.316799,51,7.482827
-1.78676,51,7.504422
-1.371877,51,7.5265
-2.069299,51,7.548509
-1.710927,51,7.57161
-1.871569,51,7.593458
-1.692789,52,7.616625
-1.660225,51,7.63868
-2.05231,51,7.660574
-1.893623,51,7.682221
-2.036595,51,7.703801
-1.654947,51,7.725347
-1.568778,51,7.746827
-1.648329,51,7.768292
-1.676878,51,7.789745
-1.35045,51,7.811409
-1.845356,51,7.835224
-1.913664,51,7.861028
-1.476181,51,7.883139
-1.605554,52,7.905448
-1.823745,52,7.92947
-1.677276,51,7.951296
-2.099167,51,7.974182
-1.650234,51,7.996199
-1.681204,51,8.018975
-1.632931,51,8.041954
-1.461289,52,8.064223
-2.086823,51,8.086071
-1.57127,51,8.108569
-1.68554,51,8.130213
-2.087896,51,8.151818
