#{"t_start": 1789358717.736705, "env_id": "None"}
r,l,t
-6.730205,52,1.174584
-6.608119,51,1.237089
-6.730028,51,1.301025
-6.346979,51,1.36408
-6.57729,51,1.426043
-6.940465,51,1.489374
-6.729449,51,1.553201
-6.790591,51,1.615957
-7.221318,52,1.680073
-7.44,52,1.746338
-6.81,51,1.812392
-6.810076,52,1.877296
-6.85,51,1.939799
-6.49,51,2.005584
-6.567975,51,2.069199
-6.771573,52,2.133001
-6.745447,51,2.195678
-6.91,51,2.260564
-7.101759,51,2.321332
-6.81536,51,2.383265
-6.799392,51,2.446443
-6.88,51,2.507655
-7.130013,51,2.569521
-6.590598,51,2.630306
-7.042459,51,2.695993
-6.74,51,2.758369
-6.850456,51,2.819722
-7.506406,52,2.884116
-6.623924,51,2.947561
-6.338267,51,3.009539
-6.268933,51,3.071548
-6.746838,51,3.135271
-7.391116,51,3.199866
-6.72185,51,3.263311
-6.690367,51,3.326588
-6.695723,51,3.39808
-6.413553,51,3.472009
-6.650107,51,3.542311
-7.510011,51,3.613691
-7.090992,51,3.685544
-6.69283,51,4.131655
-6.992912,51,4.193684
-7.17,52,4.25815
-7.211622,51,4.322334
-6.82013,51,4.385935
-6.792549,51,4.448933
-6.689501,51,4.512384
-6.733113,51,4.575172
-6.751636,52,4.639341
-7.086523,51,4.700736
-7.12,51,4.767697
-6.755803,51,4.831853
-6.858427,51,4.895257
-6.886322,51,4.960078
-7.02282,51,5.024336
-7.020049,52,5.087289
-6.803001,51,5.148896
-6.704029,51,5.211166
-7.393599,51,5.272827
-6.57,51,5.334571
-7.000645,51,5.394888
-6.920907,51,5.459629
-6.650985,51,5.520017
-6.50661,51,5.582025
-6.490219,51,5.644838
-6.7169,52,5.709603
-7.086479,52,5.773042
-6.912446,52,5.835568
-7.131199,51,5.905675
-6.901762,51,5.969691
-7.26,51,6.031755
-6.89,51,6.095894
-6.720617,52,6.16203
-6.768603,51,6.223347
-6.591795,51,6.284315
-6.728005,51,6.348573
-6.716089,51,6.411364
-6.45,51,6.473107
-6.972507,51,6.53678
-7.29,51,6.600749
-7.08,51,7.004318
-6.923079,51,7.065307
-6.50394,51,7.129864
-6.992255,52,7.193187
-7.03,51,7.256095
-7.473631,51,7.318677
-6.864102,51,7.382311
-6.76,51,7.443846
-7.124871,51,7.504558
-6.893608,51,7.570426
-6.32,51,7.635446
-6.380208,51,7.700564
-6.173699,51,7.764626
-6.730013,51,7.826071
-7.133593,52,7.8886
-6.593553,51,7.948811
-6.915914,51,8.010192
-7.12,51,8.070909
-7.038156,52,8.134611
-6.101564,51,8.19455
-6.940124,51,8.254852
-7.0,51,8.315268
-6.812026,51,8.37569
-6.637728,51,8.436105
-6.86,51,8.496454
-7.061857,51,8.557037
-7.030073,51,8.617072
-7.062767,52,8.679357
-6.47037,51,8.739719
-6.540244,51,8.801363
-6.597849,51,8.862212
-6.863943,51,8.923378
-6.738973,51,8.984116
-6.937514,51,9.044587
-7.115754,51,9.105334
-6.55,51,9.165687
-6.88771,51,9.22509
-7.261357,51,9.285284
-6.373378,51,9.345727
-7.047289,51,9.408005
-6.64,51,9.78716
-7.07,51,9.846677
-6.970406,51,9.907199
