#{"t_start": 1789367751.89761, "env_id": "None"}
r,l,t
-6.662704,52,1.120331
-7.031105,51,1.137876
-7.008959,51,1.154636
-7.050617,51,1.171141
-7.121068,51,1.188447
-7.408726,51,1.204824
-7.32,51,1.221531
-6.900021,51,1.237794
-6.555467,51,1.254273
-6.516814,51,1.271197
-6.654724,51,1.287687
-7.428534,51,1.30503
-6.788537,51,1.321793
-6.804722,51,1.338337
-7.403139,51,1.354871
-7.801986,51,1.373019
-7.424522,51,1.390545
-6.853376,51,1.407068
-6.911921,51,1.423673
-6.97711,51,1.440991
-6.990907,51,1.459924
-7.42,51,1.498907
-6.64,51,1.523896
-7.680409,51,1.572792
-7.6,52,1.596814
-6.833648,52,1.61542
-7.11,51,1.636125
-7.03227,51,1.655849
-7.14154,51,1.675871
-7.202965,51,1.695781
-7.220451,51,1.715465
-6.856232,51,1.734626
-6.840218,51,1.753633
-7.306651,51,1.771722
-7.457182,51,1.789769
-6.296834,51,1.807292
-7.1,51,1.824657
-7.029456,51,1.841229
-7.402113,51,1.857805
-7.333668,51,1.874417
-7.001233,51,2.124899
-7.287449,51,2.142169
-7.35027,51,2.158821
-7.15313,51,2.177011
-7.627559,52,2.197624
-7.170098,52,2.21699
-7.070171,51,2.234901
-6.980927,51,2.251692
-6.787717,51,2.268434
-7.13,51,2.285274
-7.054277,51,2.301737
-6.911885,51,2.318298
-6.521048,51,2.334933
-7.040507,51,2.352101
-6.512078,51,2.369315
-7.158591,51,2.385618
-7.038189,51,2.402082
-6.785589,52,2.418812
-6.834096,51,2.435942
-7.160248,51,2.452342
-6.81,51,2.468578
-6.879802,52,2.484851
-7.013746,51,2.500809
-6.52674,51,2.517465
-6.563562,51,2.53497
-7.070247,51,2.551518
-7.231857,51,2.567847
-7.118778,51,2.584236
-6.85,51,2.601127
-7.21391,51,2.617557
-7.143969,51,2.633772
-6.75,52,2.650083
-7.262437,51,2.666618
-6.664985,51,2.682683
-7.493719,51,2.699217
-7.08954,51,2.71595
-7.2,51,2.732185
-6.970322,51,2.748515
-7.12,51,2.764605
-6.730097,51,2.7811
-7.469176,51,2.973933
-7.151999,51,2.990791
-7.550125,51,3.0077
-7.521594,51,3.025298
-7.345552,51,3.047489
-7.102553,51,3.066834
-7.111979,51,3.084828
-6.996064,51,3.101671
-6.94479,51,3.118436
-7.327325,51,3.1355
-7.188893,52,3.153989
-7.33,51,3.170521
-7.009069,51,3.186921
-6.787309,51,3.203661
-7.011179,51,3.220402
-6.778311,51,3.238098
-6.920953,51,3.254321
-6.97118,51,3.270681
-7.300823,51,3.286838
-7.260288,52,3.303503
-7.179691,51,3.31972
-6.936466,51,3.335665
-6.92,51,3.351892
-6.842799,51,3.367826
-6.986566,51,3.384781
-7.006316,51,3.401987
-7.240648,51,3.418872
-7.380399,51,3.435694
-7.610134,51,3.452308
-6.951713,51,3.468943
-6.84,51,3.48544
-7.06,51,3.502109
-6.302919,51,3.520807
-6.833531,51,3.53888
-7.480645,52,3.557456
-6.963647,51,3.57439
-6.644928,51,3.590966
-7.024005,51,3.607023
-7.516999,51,3.623579
-7.086625,51,3.640764
-7.569243,51,3.835662
