#{"t_start": 1789362484.243616, "env_id": "None"}
r,l,t
-6.59,51,1.23061
-6.880087,51,1.331912
-6.84,51,1.419848
-7.152916,51,1.508052
-7.03826,51,1.593226
-7.411589,52,1.684194
-6.446197,51,1.767778
-6.506854,51,1.856606
-6.860681,52,1.942836
-7.391747,52,2.031684
-6.851218,51,2.116068
-6.935074,51,2.199653
-6.77028,51,2.292034
-7.10466,51,2.376923
-6.772234,51,2.460695
-6.654891,51,2.546789
-7.305011,51,2.629908
-7.406785,51,2.72603
-6.87,51,2.824607
-6.86,51,2.96672
-6.501503,51,3.083061
-6.864564,51,3.181905
-6.71,51,3.272981
-7.031436,51,3.364734
-6.72,51,3.451978
-6.671959,51,3.538313
-6.67,51,3.622518
-7.002396,51,3.70667
-7.06,52,3.791985
-6.8,51,3.875126
-6.466785,52,3.962706
-6.604591,51,4.051973
-6.880365,51,4.135447
-6.505278,51,4.218354
-6.83,52,4.30173
-6.65,51,4.387191
-6.28463,51,4.470907
-6.520174,51,4.553654
-6.740142,51,4.637518
-7.357147,51,4.719658
-6.960034,51,4.805478
-6.571989,51,4.89018
-7.07051,51,4.974859
-6.090919,51,5.059278
-6.653568,51,5.142177
-6.8,51,5.224868
-6.729251,51,5.310678
-6.576258,51,5.403376
-7.12,52,5.492935
-6.243275,51,5.576271
-6.629004,51,5.672181
-6.480934,51,5.799012
-6.630768,51,5.917784
-7.190377,51,6.038138
-6.605882,51,6.150754
-6.220356,51,6.261807
-7.160988,51,6.375309
-6.941898,52,6.487898
-6.456128,52,6.573472
-7.028119,51,6.654462
-6.56,51,6.734534
-6.782378,52,6.820867
-6.07,51,6.903595
-6.374103,52,6.988746
-6.205831,52,7.072338
-6.783561,51,7.157193
-6.640559,51,7.23871
-6.945739,51,7.320999
-6.680038,51,7.403478
-6.618982,51,7.485471
-6.089809,51,7.570474
-6.781301,51,7.650712
-6.760644,51,7.731661
-6.899565,51,7.813533
-7.230591,51,7.8939
-6.263138,52,7.979841
-6.888118,51,8.060763
-6.865965,52,8.143834
-6.918006,51,8.223844
-7.740277,51,8.306417
-6.662876,51,8.39107
-6.626425,51,8.471154
-6.710793,51,8.55285
-6.370219,51,8.636736
-6.854568,51,8.731396
-6.201,51,8.816166
-6.412511,51,8.907933
-6.33499,51,8.998332
-6.449861,51,9.084936
-6.474893,51,9.171437
-6.399335,51,9.256253
-6.904198,51,9.344486
-6.433337,51,9.427587
-6.311104,51,9.510366
-6.505609,51,9.593564
-6.516959,51,9.678509
-6.429844,51,9.76468
-6.595648,52,9.848772
-6.619183,51,9.92926
-6.451601,51,10.010765
-6.810127,51,10.092324
-6.25071,51,10.175873
-6.208963,51,10.259734
-6.893692,52,10.346319
-6.600729,51,10.429713
-6.562525,52,10.515501
-6.109323,51,10.601278
-7.080526,51,10.683508
-6.44864,52,10.766433
-6.717848,51,10.846292
-6.876209,51,10.928353
-7.103679,51,11.014746
-6.455309,51,11.097369
-6.593956,51,11.180886
-7.054143,51,11.264385
-6.657679,51,11.364555
-6.811513,51,11.453718
-6.560092,51,11.537249
-6.832346,52,11.623836
-6.440954,51,11.706095
-6.236879,51,11.787376
-6.773275,51,11.873218
-6.650218,51,11.961627
-6.826073,51,12.048507
-6.73259,51,12.128625
-6.180067,51,12.209965
-6.886087,51,12.294292
-6.942392,51,12.389794
-6.874481,51,12.469942
-7.164085,51,12.549693
-6.425751,51,12.629794
-6.871171,51,12.711432
-6.257501,51,12.795054
-6.098107,51,12.875484
