#{"t_start": 1789350442.117839, "env_id": "None"}
r,l,t
-7.182384,51,2.065202
-6.76,52,2.141153
-6.918739,51,2.213202
-6.833396,50,2.285643
-6.740291,51,2.35791
-6.722414,51,2.426037
-7.190827,51,2.499148
-7.040702,51,2.579525
-7.12,51,2.654609
-6.897844,51,2.727361
-6.84,51,2.806482
-6.83002,51,2.885225
-6.584603,51,2.958114
-6.901779,51,3.030096
-6.483844,50,3.096481
-7.058497,51,3.169891
-6.925954,51,3.263295
-6.45,51,3.363685
-7.44,51,3.445915
-7.047299,52,3.542387
-6.78,51,3.626733
-6.85,52,3.712745
-7.018671,51,3.790664
-6.84,51,3.872484
-6.390654,51,3.948318
-6.483319,51,4.035715
-6.860069,52,4.121022
-6.14,50,4.212892
-7.344229,51,4.286181
-6.0725,51,4.372755
-7.03,50,4.451236
-7.04,52,4.531719
-6.570041,51,4.642357
-7.100692,51,4.713715
-6.980046,51,4.788132
-6.811881,51,4.869591
-7.010121,51,4.937118
-7.065946,51,5.021854
-7.172233,52,5.105053
-6.945867,52,5.173499
-7.020058,51,5.727482
-7.144907,51,5.809174
-6.334253,51,5.893917
-6.63,51,5.98656
-6.72307,51,6.070922
-6.994658,51,6.160254
-7.260025,51,6.26844
-6.750107,51,6.368947
-6.870004,51,6.472971
-6.460073,51,6.575235
-6.85,51,6.675153
-6.72495,51,6.790885
-7.081887,52,6.869033
-6.872927,52,6.944007
-6.922546,51,7.035055
-6.74,51,7.128074
-6.98,52,7.208349
-6.710139,51,7.291211
-6.838378,51,7.364182
-6.810607,51,7.438225
-6.646763,51,7.52227
-6.821455,51,7.626667
-7.17,52,7.71099
-7.35,52,7.783007
-6.26,51,7.859275
-6.643937,50,7.924367
-7.145441,52,8.002872
-6.640364,51,8.086748
-6.686345,51,8.180959
-6.980083,51,8.310183
-6.701765,51,8.408852
-6.839594,51,8.5169
-6.59,51,8.602624
-6.57617,51,8.677941
-6.454134,50,8.774639
-6.555114,51,8.89035
-7.28,52,8.993068
-7.36,51,9.083132
-6.627047,51,9.188007
-6.6765,50,9.280498
-6.932268,51,9.802685
-6.78012,51,9.884021
-6.871337,51,9.969105
-6.741923,51,10.045714
-7.021833,52,10.125316
-6.322535,51,10.194785
-6.86,51,10.276031
-7.060004,51,10.367692
-6.940754,51,10.436251
-6.408449,51,10.520668
-7.150287,51,10.597804
-6.560065,51,10.674939
-6.601766,51,10.761463
-7.121254,51,10.846039
-6.943315,51,10.940463
-7.039459,51,11.025973
-7.031072,51,11.123026
-7.083155,51,11.202531
-6.612867,51,11.293185
-7.571302,51,11.387789
-6.858013,51,11.475117
-6.223195,52,11.57126
-6.96,51,11.650155
-6.535784,51,11.723342
-6.927321,51,11.796786
-6.796425,51,11.868382
-6.843668,52,11.94778
-6.975884,51,12.030064
-6.661957,51,12.107584
-6.49008,50,12.178661
-7.04,52,12.263606
-6.64755,51,12.343157
-7.320051,51,12.407132
-7.030262,52,12.478015
-6.765207,51,12.562274
-5.970322,52,12.637061
-6.516202,51,12.712381
-6.85,50,12.78849
-7.23,52,12.865134
-6.780569,50,12.931181
-6.02,51,13.477706
-6.490905,52,13.565846
-6.700913,51,13.657256
-6.94,51,13.791018
-7.317862,52,13.925983
-7.036583,51,14.071852
-7.250102,50,14.206807
-6.471314,51,14.374297
-6.669084,51,14.487895
-6.87,51,14.668211
-6.69,51,14.75766
-6.760609,50,14.828618
-6.779345,51,14.898594
-6.806728,51,14.969687
-7.59,51,15.063985
-6.87,51,15.158287
-6.885556,52,15.230952
-6.663229,51,15.304067
-7.191609,51,15.375219
-7.409231,51,15.452603
-6.790037,50,15.520025
-6.86,52,15.597976
-6.740862,51,15.676087
-6.392219,50,15.745727
-7.129785,51,15.830703
-6.700664,51,15.915428
-6.276641,51,15.998429
-6.8042,51,16.079223
-7.133229,51,16.162162
-6.662168,52,16.243601
-6.530831,50,16.32185
-6.582519,51,16.403874
-6.950831,51,16.480045
-6.742448,51,16.552448
-6.920385,51,16.632907
-6.960216,51,16.71444
-6.59405,51,16.796095
-6.45,51,16.872717
-6.696888,52,16.95869
-6.323817,51,17.030464
-6.368966,51,17.504088
-6.844305,51,17.577609
-7.06,52,17.652545
-7.271229,52,17.727091
-6.58,52,17.808271
-6.67,52,17.885102
-6.67,51,17.963869
-6.480138,51,18.045242
-6.833642,52,18.142067
-6.780248,51,18.22599
-6.13,52,18.328767
-6.71,50,18.407806
-6.912446,51,18.489089
-6.320052,52,18.57053
-7.140788,52,18.648701
-6.940242,51,18.72989
-6.685542,51,18.80841
-6.799475,51,18.887852
-6.49,51,18.963848
-6.875895,51,19.048719
-6.60094,51,19.127174
-6.588518,51,19.195234
-6.130469,51,19.264797
-6.440045,51,19.339536
-6.122365,51,19.411215
-6.252927,51,19.482077
-6.220106,51,19.554329
-6.839187,51,19.623289
-6.290001,50,19.694616
-6.57,51,19.760886
-6.48289,51,19.830992
-6.81,51,19.907782
-6.48,51,19.977999
-6.740057,51,20.06272
-6.719904,50,20.130937
-6.902532,52,20.206369
-6.52,51,20.277551
-6.735406,51,20.346327
-6.473504,51,20.428326
-7.14,51,20.51342
-7.1,51,21.014714
-6.32681,51,21.099158
-6.656473,51,21.179974
-6.665299,51,21.25635
-6.550289,51,21.347257
-6.980842,51,21.423432
-6.554109,51,21.497827
-6.55,51,21.56859
-6.860037,51,21.646153
-6.098497,50,21.709445
-6.884069,51,21.783683
-6.627505,51,21.861085
-6.35,51,21.944383
-6.510325,51,22.018549
-6.59,51,22.097034
-6.804203,51,22.190696
