#{"t_start": 1789369524.015316, "env_id": "None"}
r,l,t
-5.923167,51,1.429333
-6.424365,52,1.460747
-6.063288,51,1.492529
-5.984642,51,1.52042
-6.420004,52,1.553852
-5.72352,51,1.58453
-5.510144,51,1.623504
-6.284489,51,1.65577
-5.380983,51,1.686515
-6.566898,52,1.716126
-6.4,51,1.74456
-6.133826,51,1.777971
-5.886132,51,1.804092
-6.82654,51,1.829409
-6.900028,51,1.855023
-5.864192,51,1.893031
-6.146135,51,1.9284
-6.747452,51,1.9592
-6.317553,51,1.986329
-6.171278,51,2.011197
-6.291432,51,2.043523
-5.700078,51,2.071308
-6.898107,51,2.099402
-6.425266,52,2.125792
-6.315083,51,2.152713
-6.408355,51,2.176608
-6.08214,52,2.203607
-6.740873,52,2.228164
-5.742975,51,2.25513
-6.311288,51,2.282301
-6.428396,51,2.315733
-6.554199,51,2.34239
-6.362195,52,2.370905
-6.189416,51,2.39766
-6.964053,51,2.425295
-5.521851,51,2.455696
-6.473017,51,2.482017
-6.541055,51,2.507057
-6.905563,51,2.533523
-6.000181,51,2.563153
-6.170469,51,3.058212
-6.69454,51,3.089108
-6.249577,51,3.119277
-5.71526,51,3.150046
-6.550718,51,3.176756
-5.164826,52,3.219051
-5.768773,51,3.255532
-5.969967,51,3.283724
-6.071107,51,3.309896
-6.751505,52,3.337401
-6.536573,51,3.361897
-5.582328,51,3.387853
-6.029249,51,3.412597
-6.312372,52,3.438349
-6.230029,51,3.462417
-6.13,51,3.486608
-5.967142,51,3.51066
-6.248455,51,3.537303
-6.0,51,3.561938
-6.270556,51,3.586628
-6.40343,51,3.618198
-5.979719,52,3.642141
-6.47,51,3.666486
-6.180021,51,3.690432
-5.873957,51,3.715125
-5.945119,51,3.742001
-7.09,51,3.768449
-6.070955,51,3.792407
-5.585429,51,3.817783
-6.090507,51,3.844748
-6.944023,51,3.870643
-6.220013,51,3.896668
-6.130244,51,3.92301
-5.910069,51,3.949526
-6.371252,51,3.974118
-6.420045,51,4.000525
-6.430159,51,4.026041
-6.470367,51,4.054593
-6.579925,52,4.082508
-5.787117,51,4.11895
-6.267157,51,4.60565
-6.019508,51,4.635826
-6.248608,51,4.666942
-6.22,52,4.695368
-6.82,51,4.731474
-5.982384,51,4.762099
-6.163384,51,4.790252
-6.281335,51,4.81715
-6.098438,51,4.843301
-5.793998,51,4.869218
-6.725399,51,4.892988
-5.562603,51,4.918432
-6.470417,51,4.942076
-6.151234,51,4.967506
-7.278587,51,4.991642
-5.997033,51,5.017874
-6.67,52,5.042607
-5.557688,51,5.066392
-6.920805,51,5.090532
-6.070028,51,5.117523
-6.733351,51,5.143604
-6.423702,51,5.169375
-6.056617,51,5.193828
-6.35744,51,5.21915
-6.492139,51,5.24389
-6.036743,51,5.26911
-6.515955,51,5.293596
-7.31,52,5.320021
-5.974538,51,5.343286
-6.052543,52,5.371001
-6.460804,52,5.398147
-6.63,51,5.426729
-5.832812,51,5.460396
-5.901506,52,5.487075
-6.242457,52,5.512167
-5.93,52,5.538158
-6.505192,51,5.566773
-6.171945,52,5.59219
-6.10119,51,5.619297
-5.561308,51,5.646673
-6.483723,51,6.0731
-6.124893,51,6.103699
-6.062487,51,6.132451
-5.960084,51,6.160774
-5.834319,51,6.190154
-6.695312,51,6.219986
-6.238285,51,6.246729
-5.872627,51,6.273093
-6.370777,51,6.301486
-6.19,51,6.327339
-6.360235,51,6.353825
-6.020988,52,6.382665
-6.53462,51,6.406836
-6.323598,51,6.431194
-5.64156,51,6.457546
-6.497435,51,6.482578
-6.470811,52,6.50637
-5.581933,51,6.531438
-6.083153,51,6.555784
-5.84207,52,6.583654
-5.762288,51,6.612718
-6.216145,51,6.641868
-6.148265,51,6.670613
-6.495212,51,6.698409
-6.682723,51,6.72801
-6.477073,51,6.763132
-5.784398,51,6.793137
-6.273568,51,6.819626
-6.466561,52,6.848671
-6.784077,51,6.877001
-6.579152,51,6.904554
-6.130132,51,6.929004
-6.011945,51,6.954597
-6.076882,51,6.979575
-7.11763,51,7.00451
-6.381714,52,7.028759
-6.258343,51,7.055137
-6.392299,51,7.079898
-6.600982,52,7.105439
-6.309104,51,7.134464
-6.416204,51,7.568611
-5.78008,52,7.597831
-5.84424,51,7.627807
-6.068632,51,7.660358
-6.465989,51,7.690113
-6.200743,51,7.719705
-6.360489,51,7.747325
-6.22532,51,7.7744
-6.276574,51,7.801271
-5.56874,51,7.825997
-6.500408,51,7.851879
-6.021263,51,7.876609
-6.869137,51,7.901989
-5.788655,51,7.927048
-5.692901,51,7.952877
-6.215912,51,7.97662
-5.795303,51,8.002643
-6.940364,51,8.028151
-5.674993,51,8.052421
-6.576757,52,8.074916
-5.73963,51,8.099939
-6.002174,52,8.123464
-6.020992,51,8.146046
-6.29,51,8.170569
-5.960303,51,8.192885
-6.735655,52,8.217355
-5.995151,51,8.240401
-6.510153,52,8.264053
-6.265027,51,8.288831
-6.395576,51,8.311765
-5.938553,51,8.33737
