#{"t_start": 1789368888.6021838, "env_id": "None"}
r,l,t
-1.579558,51,1.044507
-1.661191,51,1.060946
-1.995105,52,1.077547
-1.714402,51,1.094096
-1.580988,51,1.111713
-1.847108,51,1.128444
-1.666253,51,1.14509
-1.635723,51,1.162271
-1.78034,51,1.179433
-1.903798,51,1.197438
-1.774019,51,1.215793
-1.616891,51,1.234299
-1.406371,51,1.253217
-1.548275,51,1.272801
-1.680402,51,1.291844
-2.368168,51,1.310754
-1.747408,51,1.33011
-2.539212,51,1.3489
-1.534484,51,1.368436
-1.558948,51,1.38894
-2.23739,51,1.408792
-1.944725,52,1.432359
-1.635757,52,1.45639
-1.654455,51,1.476121
-1.626926,51,1.49767
-1.618442,52,1.517669
-2.026113,51,1.537821
-2.178112,51,1.55656
-2.582683,51,1.575292
-1.781107,51,1.594569
-1.633434,51,1.613688
-2.087495,51,1.632398
-1.859482,51,1.651145
-1.653541,51,1.66933
-1.841012,51,1.688003
-2.006446,51,1.708848
-1.471593,51,1.73103
-1.889533,51,1.750636
-1.43531,52,1.770564
-1.782099,51,1.788923
-2.408287,51,2.030439
-1.976346,51,2.050575
-1.739865,51,2.068635
-1.654481,51,2.087913
-2.282914,51,2.107319
-1.629756,52,2.126797
-1.720562,51,2.145529
-1.529848,51,2.16517
-2.262524,52,2.18476
-1.917055,51,2.207339
-1.943713,52,2.225983
-2.078924,51,2.24473
-1.422288,51,2.263307
-1.635022,51,2.282638
-1.683344,51,2.30195
-1.704146,51,2.321948
-1.95846,51,2.341405
-1.848697,51,2.360389
-1.54304,51,2.379879
-1.705084,52,2.399807
-2.115488,51,2.419233
-1.597754,51,2.438792
-1.790999,51,2.459654
-1.952098,51,2.479232
-1.645063,51,2.498526
-1.839931,51,2.518214
-1.697475,51,2.538796
-1.424214,52,2.56246
-2.098629,51,2.587713
-1.897167,52,2.615548
-1.97539,51,2.636224
-1.312294,51,2.656302
-1.825444,51,2.676128
-1.597109,51,2.694916
-1.636128,51,2.71435
-1.363892,51,2.734141
-1.451565,51,2.753953
-1.432188,51,2.772913
-1.981281,51,2.792525
-1.809374,51,2.812132
-2.698927,51,3.033661
-1.907173,51,3.052439
-1.478681,51,3.071508
-1.332416,51,3.090893
-1.894407,51,3.111055
-2.684995,51,3.130021
-1.420142,51,3.149336
-1.479581,51,3.168025
-2.238064,51,3.187444
-1.826349,51,3.206593
